Top_up_Credit_Card_ID,Amount,Credit_Card_Number,Wallet_ID,Top_Up_Date
CT00000797,5556.65,0813-0738-5781-8507,W000000797,2020-09-13
CT00000798,15774.13,9008-6138-7166-9771,W000000798,2020-05-08
CT00000799,4191.1,1882-3676-5724-3198,W000000799,2019-03-25
CT00000800,25788.04,0640-5456-2605-6181,W000000800,2020-01-01
CT00000801,7624.95,6926-0372-5724-3509,W000000801,2019-03-20
CT00000802,28783.11,4959-5226-8091-7447,W000000802,2020-07-24
CT00000803,3574.83,6983-2118-2506-3023,W000000803,2020-12-11
CT00000804,29265.47,8328-7044-9397-2176,W000000804,2019-05-15
CT00000805,1402.6,9487-6426-6505-9411,W000000805,2019-11-14
CT00000806,30380.44,7675-5906-9940-7826,W000000806,2019-09-20
CT00000807,25905.46,0368-0156-4696-3003,W000000807,2021-06-24
CT00000808,9588.98,2720-2605-9766-0593,W000000808,2019-10-18
CT00000809,21942.99,3670-1580-0744-9120,W000000809,2021-09-24
CT00000810,3918.58,1168-0598-9892-5832,W000000810,2021-06-26
CT00000811,1875.12,3952-7789-2620-0701,W000000811,2020-12-23
CT00000812,22752.44,0547-5068-6875-0575,W000000812,2022-01-02
CT00000813,21492.17,2050-4023-6727-7632,W000000813,2019-05-25
CT00000814,25913.94,3713-1328-8514-6976,W000000814,2021-08-02
CT00000815,5859.19,0355-7302-1253-1194,W000000815,2021-09-10
CT00000816,8372.38,3846-2361-2911-0076,W000000816,2021-10-24
CT00000817,6921.1,6952-1058-3208-4198,W000000817,2021-09-07
CT00000818,13678.0,3388-5483-3594-5805,W000000818,2019-05-14
CT00000819,28430.21,1348-7429-0166-3789,W000000819,2019-03-10
CT00000820,17141.01,9038-4349-6014-4683,W000000820,2020-05-03
CT00000821,28761.26,8396-6719-6498-6646,W000000821,2021-11-30
CT00000822,20087.96,4490-2106-8587-9770,W000000822,2022-02-27
CT00000823,32665.27,4593-2442-7016-3936,W000000823,2021-12-27
CT00000824,23894.95,2084-6473-4185-4806,W000000824,2020-06-30
CT00000825,16090.84,1487-3137-3761-0598,W000000825,2021-01-15
CT00000826,32123.58,6114-3426-8343-6403,W000000826,2019-11-20
CT00000827,10021.83,4955-8647-2696-3488,W000000827,2019-07-18
CT00000828,12632.66,4697-4958-5330-7567,W000000828,2020-10-27
CT00000829,11053.82,3548-3041-4939-4357,W000000829,2020-05-12
CT00000830,10305.9,3102-3104-6553-1033,W000000830,2019-02-25
CT00000831,17173.7,7460-7623-6292-2355,W000000831,2020-10-08
CT00000832,7458.37,4886-7724-1487-1132,W000000832,2020-01-03
CT00000833,12330.22,5646-7333-5121-3296,W000000833,2020-08-15
CT00000834,34717.04,9942-8183-5102-9749,W000000834,2020-03-26
CT00000835,8108.86,9568-0405-1099-1650,W000000835,2020-09-01
CT00000836,19931.94,3485-6095-7847-6796,W000000836,2021-12-23
CT00000837,26855.22,6372-6323-3612-7551,W000000837,2020-08-17
CT00000838,2141.32,4331-9474-0406-8523,W000000838,2021-08-20
CT00000839,17139.1,3613-5345-9349-3495,W000000839,2021-06-29
CT00000840,25361.18,9193-5358-1753-6795,W000000840,2020-06-09
CT00000841,34610.74,2715-6431-4888-7143,W000000841,2021-07-04
CT00000842,11550.73,1905-3843-2793-2238,W000000842,2019-09-26
CT00000843,20395.47,3209-9093-8642-9577,W000000843,2019-04-02
CT00000844,9473.82,0647-4444-3084-4629,W000000844,2021-07-24
CT00000845,17426.48,5574-7335-7933-4942,W000000845,2022-02-19
CT00000846,18513.9,1178-4080-6459-3994,W000000846,2021-12-23
CT00000847,1159.04,1345-4602-8944-9002,W000000847,2020-03-25
CT00000848,15124.48,2918-0454-3840-0046,W000000848,2019-04-24
CT00000849,12449.95,0449-5942-0942-0952,W000000849,2021-02-16
CT00000850,12568.25,0579-0453-1910-6781,W000000850,2021-07-22
CT00000851,10511.8,6881-2496-3678-0536,W000000851,2020-02-20
CT00000852,30232.93,4940-4601-3444-0776,W000000852,2019-07-29
CT00000853,10264.69,9619-4257-5143-4002,W000000853,2021-08-19
CT00000854,4749.15,3558-1868-2112-4273,W000000854,2021-11-16
CT00000855,30372.43,6867-7348-4573-2132,W000000855,2020-08-01
CT00000856,30489.07,5264-9806-8906-9810,W000000856,2021-09-17
CT00000857,33623.54,7570-2474-5694-8675,W000000857,2020-02-22
CT00000858,29251.26,0426-1961-3876-2463,W000000858,2019-02-25
CT00000859,1524.87,2225-0831-9097-8463,W000000859,2019-01-23
CT00000860,20291.36,6144-3642-0605-8158,W000000860,2019-05-14
CT00000861,33905.43,4303-0163-3354-0851,W000000861,2021-11-11
CT00000862,22527.79,5695-2174-3196-1894,W000000862,2020-05-24
CT00000863,23346.95,6046-8180-5020-8450,W000000863,2022-01-23
CT00000864,10875.85,2353-8917-7961-9079,W000000864,2019-03-24
CT00000865,28024.77,8919-4920-8022-7516,W000000865,2021-02-16
CT00000866,22941.3,6983-2118-2506-3023,W000000866,2020-06-13
CT00000867,17828.98,6896-2434-8707-7352,W000000867,2021-07-14
CT00000868,21324.3,7797-4650-8141-4056,W000000868,2020-08-09
CT00000869,11991.47,8612-6292-5322-1330,W000000869,2021-02-20
CT00000870,3514.16,7269-0720-8678-8733,W000000870,2020-06-04
CT00000871,34467.26,7070-4635-6385-4569,W000000871,2019-01-23
CT00000872,31089.41,7265-5377-0309-3155,W000000872,2020-10-19
CT00000873,33094.75,7492-5764-4183-3744,W000000873,2021-05-03
CT00000874,24190.26,8011-2138-4309-5271,W000000874,2021-11-10
CT00000875,27447.3,0311-9021-6867-7522,W000000875,2019-09-18
CT00000876,28691.57,2474-9708-5591-8465,W000000876,2020-05-19
CT00000877,4525.14,2157-2249-3682-7810,W000000877,2020-10-17
CT00000878,9666.98,2127-0524-9749-4890,W000000878,2020-05-31
CT00000879,1193.42,0813-0738-5781-8507,W000000879,2020-10-06
CT00000880,9840.58,2123-3530-2718-5494,W000000880,2020-01-29
CT00000881,2390.34,1297-1355-4421-3283,W000000881,2021-09-23
CT00000882,8188.79,8226-3808-2616-4152,W000000882,2020-01-08
CT00000883,29901.35,8162-1255-2242-4449,W000000883,2019-06-17
CT00000884,27662.44,2495-6061-9892-0991,W000000884,2019-01-13
CT00000885,22210.54,0928-6300-6980-1374,W000000885,2019-03-10
CT00000886,19668.77,8390-9619-3186-0493,W000000886,2019-06-05
CT00000887,30810.63,1479-2499-0601-6778,W000000887,2019-04-18
CT00000888,5793.19,4195-1162-5794-3266,W000000888,2019-09-14
CT00000889,26778.05,5961-4372-0907-4715,W000000889,2021-01-15
CT00000890,15543.5,5177-7518-3460-3908,W000000890,2021-12-14
CT00000891,7934.18,6438-4255-3321-1812,W000000891,2020-03-11
CT00000892,18271.36,9077-6472-3296-8864,W000000892,2021-06-01
CT00000893,11898.0,5530-1570-2693-9196,W000000893,2021-06-10
CT00000894,25183.14,2245-4300-9874-9231,W000000894,2020-10-07
CT00000895,5018.11,1467-0612-0910-0868,W000000895,2021-12-14
CT00000896,5573.78,6114-3426-8343-6403,W000000896,2021-04-16
CT00000897,8050.89,5054-7865-7851-6679,W000000897,2021-07-19
CT00000898,26183.19,4949-3740-3284-5756,W000000898,2019-09-21
CT00000899,17536.15,1168-0598-9892-5832,W000000899,2020-11-27
CT00000900,22670.22,0383-1665-5932-1822,W000000900,2021-09-14
CT00000901,7333.1,5796-6074-8766-7537,W000000901,2021-09-25
CT00000902,7724.58,5041-6800-1146-5928,W000000902,2019-01-03
CT00000903,27766.11,6797-4562-0741-1751,W000000903,2022-01-08
CT00000904,1021.81,1956-0684-1771-8636,W000000904,2022-02-06
CT00000905,233.0,6572-3283-9285-3646,W000000905,2019-02-21
CT00000906,10218.33,9102-4156-9392-1095,W000000906,2021-08-23
CT00000907,34134.57,2987-3797-7651-2173,W000000907,2021-11-28
CT00000908,29064.16,7570-2474-5694-8675,W000000908,2019-12-09
CT00000909,32986.81,0887-7080-4546-7245,W000000909,2021-10-20
CT00000910,8861.4,7182-8922-2452-8525,W000000910,2020-09-16
CT00000911,13793.9,1414-7477-5765-2548,W000000911,2019-07-02
CT00000912,12370.83,9984-4740-3717-3623,W000000912,2020-04-05
CT00000913,32950.94,9016-2149-8776-2880,W000000913,2022-02-03
CT00000914,362.29,6990-1465-8451-7618,W000000914,2019-07-13
CT00000915,3898.9,0471-8295-9497-6418,W000000915,2021-04-03
CT00000916,24374.81,9760-8479-3612-8487,W000000916,2020-01-21
CT00000917,34336.53,5292-4415-1877-8485,W000000917,2021-09-07
CT00000918,11326.79,5025-5859-9089-1167,W000000918,2020-03-11
CT00000919,18033.06,5059-5353-8097-4483,W000000919,2020-04-03
CT00000920,19954.86,6667-8301-0547-4238,W000000920,2021-03-09
CT00000921,14949.05,8754-7373-6036-6548,W000000921,2021-10-27
CT00000922,12087.51,6157-8006-9897-7894,W000000922,2021-05-09
CT00000923,20539.39,5938-9903-1892-6983,W000000923,2020-06-06
CT00000924,13055.71,1228-1898-5733-8606,W000000924,2020-02-20
CT00000925,24498.55,1716-9724-7845-4161,W000000925,2019-09-16
CT00000926,15966.43,8664-1541-0956-2889,W000000926,2021-05-22
CT00000927,21104.32,1467-0612-0910-0868,W000000927,2021-04-08
CT00000928,4818.46,7479-6816-4344-5001,W000000928,2019-02-23
CT00000929,29809.94,1463-1191-6109-5545,W000000929,2021-01-02
CT00000930,21877.29,1223-9079-6923-5524,W000000930,2020-05-30
CT00000931,3478.73,1623-9050-5764-8152,W000000931,2022-02-24
CT00000932,34025.85,7617-6881-8986-5066,W000000932,2021-03-05
CT00000933,8886.72,6727-0278-5557-7322,W000000933,2020-01-14
CT00000934,1747.73,3010-4698-3412-3274,W000000934,2020-09-23
CT00000935,17992.64,2549-2919-8207-4445,W000000935,2019-10-18
CT00000936,18789.14,4869-7857-0485-3068,W000000936,2020-10-21
CT00000937,2448.92,0942-6941-9077-4481,W000000937,2019-08-29
CT00000938,30633.66,2605-0391-2541-8129,W000000938,2021-11-20
CT00000939,21130.6,5088-3658-7945-1040,W000000939,2020-07-19
CT00000940,2918.74,2943-3573-7004-6604,W000000940,2020-03-31
CT00000941,2425.05,1916-8452-5728-8826,W000000941,2021-06-02
CT00000942,12264.64,8063-1672-3553-1873,W000000942,2019-07-03
CT00000943,33848.76,8721-6399-2925-7924,W000000943,2021-11-08
CT00000944,18633.96,7978-7429-5009-1430,W000000944,2019-08-19
CT00000945,3597.45,3708-5586-0395-6624,W000000945,2020-06-11
CT00000946,9830.36,3652-7904-6204-4419,W000000946,2021-10-30
CT00000947,34981.72,7863-8155-7017-1085,W000000947,2019-02-22
CT00000948,5778.52,8475-5831-8551-2767,W000000948,2021-06-30
CT00000949,1245.94,8598-5001-0857-9307,W000000949,2021-02-09
CT00000950,34813.92,5924-7225-6783-5160,W000000950,2019-08-31
CT00000951,21350.4,8008-2918-3884-0946,W000000951,2021-12-20
CT00000952,21830.46,6894-9218-1176-4947,W000000952,2021-10-17
CT00000953,10068.92,1734-9768-4726-0702,W000000953,2021-04-03
CT00000954,7108.52,2919-2183-3506-3701,W000000954,2019-12-27
CT00000955,11019.57,1223-9079-6923-5524,W000000955,2021-04-28
CT00000956,19623.0,3134-4438-3690-7400,W000000956,2022-03-05
CT00000957,6557.75,4614-5846-5604-5865,W000000957,2020-12-02
CT00000958,23467.83,7926-5490-5901-1618,W000000958,2020-12-29
CT00000959,10497.37,9164-3924-5713-6699,W000000959,2019-03-11
CT00000960,17939.53,2838-6464-7565-1220,W000000960,2021-01-14
CT00000961,18151.72,1073-4208-6900-2652,W000000961,2019-09-13
CT00000962,8344.11,1120-5208-1150-2228,W000000962,2021-06-17
CT00000963,12256.46,5672-9807-6647-9483,W000000963,2020-08-03
CT00000964,2337.11,3388-5483-3594-5805,W000000964,2020-09-08
CT00000965,16678.51,6080-7727-6048-4648,W000000965,2019-02-07
CT00000966,32529.31,9478-4693-3167-9892,W000000966,2019-04-03
CT00000967,6632.57,9938-6491-2509-6586,W000000967,2020-02-29
CT00000968,5636.41,1405-8859-2986-4640,W000000968,2020-11-21
CT00000969,10600.68,3502-4523-8750-5418,W000000969,2021-12-04
CT00000970,28958.87,9113-3458-5166-0481,W000000970,2021-03-31
CT00000971,13534.65,0185-9990-5139-7209,W000000971,2021-09-26
CT00000972,28255.0,3706-2241-6859-6840,W000000972,2020-07-12
CT00000973,2731.76,3907-5192-5404-6692,W000000973,2022-03-02
CT00000974,34828.53,4633-4755-7260-8753,W000000974,2019-10-26
CT00000975,26786.54,6983-2118-2506-3023,W000000975,2020-02-06
CT00000976,9229.01,4831-4768-6351-6938,W000000976,2020-10-31
CT00000977,2891.55,4831-0160-4441-8756,W000000977,2020-05-15
CT00000978,34721.35,0759-6704-5472-5583,W000000978,2020-12-25
CT00000979,6863.4,3398-9426-4252-8502,W000000979,2021-10-04
CT00000980,19874.1,3134-4438-3690-7400,W000000980,2019-09-09
CT00000981,16389.54,4227-9986-7533-7179,W000000981,2020-12-14
CT00000982,1066.75,0759-6704-5472-5583,W000000982,2020-04-16
CT00000983,34643.22,7560-5324-7422-4390,W000000983,2020-02-07
CT00000984,1293.12,2987-3797-7651-2173,W000000984,2021-10-06
CT00000985,1382.54,4399-7581-4241-2243,W000000985,2020-08-11
CT00000986,4733.25,5574-7335-7933-4942,W000000986,2021-03-11
CT00000987,23339.12,6727-0278-5557-7322,W000000987,2021-08-23
CT00000988,3339.42,2695-8247-7954-8179,W000000988,2021-12-17
CT00000989,11823.0,1158-8628-5817-5935,W000000989,2020-10-12
CT00000990,8700.78,9096-7535-9843-2609,W000000990,2021-01-06
CT00000991,4930.72,7088-3216-2845-6405,W000000991,2019-07-23
CT00000992,25581.32,4906-9029-8093-4276,W000000992,2021-06-29
CT00000993,11857.78,5082-7978-8743-3591,W000000993,2020-10-15
CT00000994,16835.09,7008-3658-3697-2660,W000000994,2019-03-01
CT00000995,22622.15,5976-1696-8162-4536,W000000995,2020-10-22
CT00000996,29965.95,1063-4235-2297-0980,W000000996,2019-01-13
CT00000997,33328.06,1734-9768-4726-0702,W000000997,2021-10-30
CT00000998,21500.53,8687-9097-6275-3177,W000000998,2021-05-15
CT00000999,21182.02,5316-3596-2965-3510,W000000999,2021-04-03
CT00001000,21848.55,5131-1546-8173-0760,W000001000,2021-10-28
CT00001001,5092.78,8379-0904-1205-0398,W000001001,2020-07-20
CT00001002,15585.39,9850-2285-9174-3420,W000001002,2021-01-29
CT00001003,12342.87,1784-5416-2759-8661,W000001003,2022-01-25
CT00001004,13937.29,2741-0036-5969-9813,W000001004,2020-07-25
CT00001005,31338.25,1916-8452-5728-8826,W000001005,2020-05-09
CT00001006,751.12,7180-5906-6915-8860,W000001006,2020-06-17
CT00001007,12669.0,3398-9426-4252-8502,W000001007,2019-02-03
CT00001008,28355.44,1432-2324-4643-4901,W000001008,2020-10-25
CT00001009,13201.66,4152-6922-0197-8764,W000001009,2019-12-02
CT00001010,7589.33,5587-7632-5870-4009,W000001010,2019-02-20
CT00001011,14119.99,1581-2635-0839-9806,W000001011,2019-02-22
CT00001012,23542.44,0095-4458-9806-7138,W000001012,2021-09-25
CT00001013,28432.08,5316-3596-2965-3510,W000001013,2021-09-26
CT00001014,3363.29,6002-0142-9506-4168,W000001014,2020-07-14
CT00001015,11524.91,2235-6985-8899-0880,W000001015,2020-08-03
CT00001016,28407.1,9186-2373-6151-2927,W000001016,2020-02-12
CT00001017,14987.36,1587-2685-4928-3783,W000001017,2021-03-12
CT00001018,4750.18,0878-7508-0319-6115,W000001018,2019-08-23
CT00001019,15969.36,1579-1688-2344-5394,W000001019,2021-05-31
CT00001020,695.16,7739-7404-1087-9489,W000001020,2020-03-10
CT00001021,24610.02,4399-7581-4241-2243,W000001021,2019-06-25
CT00001022,28521.33,8227-8470-4929-4214,W000001022,2020-05-28
CT00001023,12639.04,6139-4232-2143-9009,W000001023,2019-02-07
CT00001024,6977.2,7935-5853-3567-5802,W000001024,2020-10-05
CT00001025,13956.12,3188-7750-9652-2378,W000001025,2022-02-11
CT00001026,13350.57,4947-7954-6212-9411,W000001026,2021-07-05
CT00001027,14825.28,3826-9023-7663-4777,W000001027,2020-05-30
CT00001028,9617.37,6483-7256-8192-9986,W000001028,2019-09-08
CT00001029,27128.9,2126-8126-4965-4547,W000001029,2021-10-04
CT00001030,22380.93,3485-8007-1771-1672,W000001030,2020-01-30
CT00001031,2382.65,2134-7810-1544-9307,W000001031,2020-07-11
CT00001032,11969.8,6467-0683-1642-5641,W000001032,2019-03-17
CT00001033,27061.88,9773-5657-3868-6677,W000001033,2019-11-20
CT00001034,21757.93,9099-7907-2020-2503,W000001034,2019-09-12
CT00001035,30870.86,8475-5831-8551-2767,W000001035,2020-09-19
CT00001036,12196.1,1761-1989-1148-1777,W000001036,2022-03-09
CT00001037,27316.31,8929-0293-5472-5436,W000001037,2020-01-06
CT00001038,19972.2,4576-8281-6315-4880,W000001038,2020-10-09
CT00001039,1838.9,5329-7459-5450-7777,W000001039,2019-08-02
CT00001040,29629.86,1417-4109-1796-9897,W000001040,2021-05-22
CT00001041,33715.84,5508-1176-0767-8513,W000001041,2021-07-09
CT00001042,2796.28,6537-1783-5843-1336,W000001042,2020-08-06
CT00001043,25828.88,2192-0427-3034-8547,W000001043,2021-03-06
CT00001044,19455.09,8032-7892-5267-0212,W000001044,2019-01-12
CT00001045,25311.35,7318-2720-2164-9872,W000001045,2020-06-15
CT00001046,777.62,2577-8063-9090-9567,W000001046,2019-10-03
CT00001047,30714.76,1872-1947-5386-7014,W000001047,2020-12-23
CT00001048,27579.71,3620-4329-1895-9004,W000001048,2020-05-14
CT00001049,17244.78,8562-8895-6442-5877,W000001049,2021-03-18
CT00001050,12137.82,3365-6102-8859-3132,W000001050,2019-06-09
CT00001051,16966.15,8374-8292-6161-4747,W000001051,2020-09-07
CT00001052,27343.61,9872-6624-8157-8973,W000001052,2021-08-10
CT00001053,1792.45,3201-3861-4766-0537,W000001053,2020-03-01
CT00001054,4828.37,5285-4094-3949-2882,W000001054,2019-10-06
CT00001055,29002.58,5924-7225-6783-5160,W000001055,2021-07-31
CT00001056,2038.12,2225-1837-1330-0988,W000001056,2021-03-04
CT00001057,27577.71,0700-4103-9499-1940,W000001057,2021-05-19
CT00001058,29628.74,9612-4447-0704-0504,W000001058,2020-11-17
CT00001059,20588.55,7758-6263-9140-0502,W000001059,2020-03-08
CT00001060,20167.66,9580-2258-9303-0120,W000001060,2021-10-30
CT00001061,16955.63,1606-7738-8824-4890,W000001061,2019-06-29
CT00001062,25204.7,8055-8167-8684-7035,W000001062,2019-02-27
CT00001063,18336.57,4195-1162-5794-3266,W000001063,2021-03-21
CT00001064,29379.89,9904-2352-0042-7264,W000001064,2022-02-20
CT00001065,8111.82,3864-5452-4578-3764,W000001065,2021-03-02
CT00001066,12725.05,2152-1604-4099-7204,W000001066,2021-10-06
CT00001067,18542.0,0828-2384-5199-5592,W000001067,2021-12-11
CT00001068,4987.84,4448-6254-7651-9126,W000001068,2021-07-14
CT00001069,9855.15,7705-7767-2814-4922,W000001069,2019-08-06
CT00001070,21794.75,1298-2182-8117-3828,W000001070,2019-06-03
CT00001071,13178.41,8286-6167-7194-3152,W000001071,2021-01-16
CT00001072,7282.05,3315-1485-7853-1580,W000001072,2020-04-27
CT00001073,30300.02,2428-0784-8872-5410,W000001073,2021-10-28
CT00001074,19264.34,6254-8085-3452-9798,W000001074,2022-02-13
CT00001075,30765.62,5254-1285-3528-6638,W000001075,2020-06-16
CT00001076,18454.85,5447-3485-9579-2183,W000001076,2020-05-27
CT00001077,21676.39,2017-0823-7686-6118,W000001077,2019-05-25
CT00001078,2851.65,1078-9371-9489-4544,W000001078,2020-09-20
CT00001079,4601.37,5321-1653-1616-8723,W000001079,2019-07-08
CT00001080,32473.32,7797-4650-8141-4056,W000001080,2021-08-31
CT00001081,6420.53,9097-6891-6250-7173,W000001081,2021-04-26
CT00001082,19005.0,0928-6300-6980-1374,W000001082,2021-06-10
CT00001083,12250.47,7675-5906-9940-7826,W000001083,2019-06-13
CT00001084,12530.93,7524-8990-4256-1687,W000001084,2020-05-18
CT00001085,29819.93,6532-1574-2940-0746,W000001085,2021-07-05
CT00001086,27920.24,8062-0814-4827-6576,W000001086,2021-08-19
CT00001087,20532.48,2361-0453-0283-5916,W000001087,2021-11-25
CT00001088,19932.4,5145-7093-9525-7834,W000001088,2019-12-11
CT00001089,17782.57,0526-7018-5478-7503,W000001089,2020-11-19
CT00001090,13020.32,7522-9162-8512-7628,W000001090,2021-07-15
CT00001091,34693.06,8255-7908-4715-9023,W000001091,2019-02-26
CT00001092,10043.51,0706-9238-8660-2394,W000001092,2021-07-06
CT00001093,993.08,7198-9547-9371-3638,W000001093,2019-01-27
CT00001094,7147.95,9102-4156-9392-1095,W000001094,2021-02-27
CT00001095,973.49,4769-7503-6517-3064,W000001095,2020-09-07
CT00001096,20650.33,1969-5198-3497-3669,W000001096,2019-03-27
CT00001097,31252.59,6651-4806-6580-0642,W000001097,2021-12-20
CT00001098,28924.07,5297-4212-7330-9871,W000001098,2020-12-15
CT00001099,8748.87,4420-1753-3149-3353,W000001099,2020-10-10
CT00001100,29114.17,6195-6095-5090-7299,W000001100,2021-01-14
CT00001101,33808.37,1228-1898-5733-8606,W000001101,2020-12-28
CT00001102,2500.86,0687-1728-9431-1795,W000001102,2020-07-01
CT00001103,31092.57,6136-4835-0808-8612,W000001103,2020-06-01
CT00001104,23070.67,2119-9526-4278-9914,W000001104,2020-08-27
CT00001105,16574.92,1759-0212-9459-5305,W000001105,2021-07-27
CT00001106,4732.33,3711-4024-2757-5475,W000001106,2020-06-15
CT00001107,33332.81,3451-0069-7381-2770,W000001107,2019-01-03
CT00001108,5927.86,7398-5384-1347-7178,W000001108,2020-10-19
CT00001109,121.79,2678-2291-5012-1976,W000001109,2021-02-26
CT00001110,18486.95,5703-8146-3087-5030,W000001110,2019-04-28
CT00001111,10160.86,6552-2419-6454-2102,W000001111,2019-02-21
CT00001112,1024.11,6657-5600-6101-0420,W000001112,2020-01-25
CT00001113,10922.32,7353-0970-9413-3729,W000001113,2020-12-29
CT00001114,14009.83,1787-4745-6893-9815,W000001114,2020-12-05
CT00001115,12796.79,8302-8162-1014-1879,W000001115,2019-09-08
CT00001116,33413.08,6983-2118-2506-3023,W000001116,2022-01-21
CT00001117,27507.86,6656-7249-0943-5815,W000001117,2021-07-14
CT00001118,26923.77,9193-5358-1753-6795,W000001118,2019-02-27
CT00001119,15146.02,7550-1419-6418-7978,W000001119,2020-03-14
CT00001120,13043.99,0813-0738-5781-8507,W000001120,2021-02-06
CT00001121,30421.69,8671-1641-9677-9154,W000001121,2019-09-10
CT00001122,9306.6,9312-8618-4271-4075,W000001122,2021-09-22
CT00001123,28740.12,0526-7018-5478-7503,W000001123,2020-02-20
CT00001124,31945.6,1522-9210-6093-4445,W000001124,2020-09-19
CT00001125,16852.68,9907-0464-6042-5679,W000001125,2021-02-11
CT00001126,23091.3,7084-4202-7450-8554,W000001126,2021-10-12
CT00001127,5643.86,2235-6985-8899-0880,W000001127,2021-10-01
CT00001128,34012.85,5578-9384-6218-6972,W000001128,2019-08-20
CT00001129,2098.24,5796-6074-8766-7537,W000001129,2021-01-26
CT00001130,24054.37,1934-8661-2454-7827,W000001130,2021-01-19
CT00001131,27038.8,0509-8055-6266-3367,W000001131,2020-01-10
CT00001132,32470.95,3338-5746-3044-7620,W000001132,2021-07-16
CT00001133,2264.73,7420-1221-3342-0849,W000001133,2021-06-21
CT00001134,24216.13,5530-1570-2693-9196,W000001134,2021-01-28
CT00001135,16882.1,9097-6891-6250-7173,W000001135,2020-12-08
CT00001136,31218.82,8632-7495-9106-5257,W000001136,2020-04-07
CT00001137,1426.76,5284-0336-2137-4892,W000001137,2021-03-26
CT00001138,3800.86,1414-7477-5765-2548,W000001138,2019-10-01
CT00001139,33232.41,7460-7623-6292-2355,W000001139,2021-04-05
CT00001140,29688.91,6046-8180-5020-8450,W000001140,2021-08-21
CT00001141,9678.35,5284-0336-2137-4892,W000001141,2022-01-21
CT00001142,29127.06,6696-9079-2701-7209,W000001142,2020-02-02
CT00001143,10492.08,3778-1705-5910-5910,W000001143,2022-03-01
CT00001144,14285.28,2680-3558-4048-0351,W000001144,2021-07-25
CT00001145,16122.85,3324-4090-4249-2502,W000001145,2021-08-01
CT00001146,10391.49,1093-6744-4261-3875,W000001146,2019-01-13
CT00001147,16135.69,7088-3216-2845-6405,W000001147,2019-04-13
CT00001148,1312.84,3921-6885-0409-2482,W000001148,2022-02-21
CT00001149,31699.95,1956-0684-1771-8636,W000001149,2020-10-14
CT00001150,1845.67,5014-7022-8282-0383,W000001150,2019-03-12
CT00001151,10966.73,5508-1176-0767-8513,W000001151,2020-05-11
CT00001152,8325.19,9619-5444-4992-4316,W000001152,2019-01-06
CT00001153,8330.01,4054-7702-1316-7656,W000001153,2022-03-10
CT00001154,22599.7,8896-3715-7435-7384,W000001154,2022-01-01
CT00001155,32400.35,0360-7171-8099-8142,W000001155,2021-11-10
CT00001156,16756.69,9938-6491-2509-6586,W000001156,2020-10-02
CT00001157,7438.48,0687-1728-9431-1795,W000001157,2019-07-05
CT00001158,33022.01,7230-6486-1679-9158,W000001158,2020-10-08
CT00001159,33793.4,2474-9708-5591-8465,W000001159,2019-06-29
CT00001160,6813.35,5587-7632-5870-4009,W000001160,2019-04-21
CT00001161,30820.95,0132-1926-4172-9346,W000001161,2021-05-30
CT00001162,32875.31,5738-7415-5369-9595,W000001162,2021-11-08
CT00001163,17190.77,7326-7350-6034-9769,W000001163,2019-11-30
CT00001164,3093.79,7797-4650-8141-4056,W000001164,2021-09-02
CT00001165,34063.81,7878-5005-6225-7735,W000001165,2019-12-28
CT00001166,13106.08,8964-0825-3086-1689,W000001166,2022-02-22
CT00001167,12738.83,3034-3695-4040-6391,W000001167,2020-08-14
CT00001168,14058.8,8063-9868-8133-5798,W000001168,2021-12-29
CT00001169,20333.94,7418-5755-0498-4289,W000001169,2019-01-03
CT00001170,13188.5,6225-2365-4964-9126,W000001170,2021-03-27
CT00001171,17336.6,2917-2708-7019-0482,W000001171,2020-09-08
CT00001172,13235.48,1427-7663-8329-4500,W000001172,2021-09-05
CT00001173,12313.86,4883-4485-8254-8783,W000001173,2019-01-07
CT00001174,27514.72,5431-8246-6885-1328,W000001174,2021-01-04
CT00001175,11890.63,7142-4875-4009-9094,W000001175,2019-11-02
CT00001176,19558.34,3460-4341-6603-8228,W000001176,2019-09-10
CT00001177,14065.13,1012-6823-4963-2290,W000001177,2020-09-17
CT00001178,3977.61,9113-3458-5166-0481,W000001178,2021-11-12
CT00001179,24248.63,0117-1596-1163-7988,W000001179,2021-07-20
CT00001180,13821.84,1135-9069-4495-4304,W000001180,2021-03-15
CT00001181,22990.75,8195-6728-2222-1371,W000001181,2019-06-16
CT00001182,12988.51,5727-1300-9855-3965,W000001182,2019-10-18
CT00001183,17451.27,2307-3135-3120-6001,W000001183,2020-01-26
CT00001184,5359.06,4056-5919-5824-9385,W000001184,2020-06-10
CT00001185,9066.02,7106-0916-6581-3529,W000001185,2020-11-09
CT00001186,25515.99,7484-9946-0187-6262,W000001186,2019-07-19
CT00001187,10875.39,7522-9162-8512-7628,W000001187,2022-02-11
CT00001188,13722.33,2495-6061-9892-0991,W000001188,2021-10-29
CT00001189,21852.86,0255-0906-9911-4938,W000001189,2021-08-31
CT00001190,18509.74,0218-4150-8200-8585,W000001190,2020-11-02
CT00001191,30955.28,3315-1485-7853-1580,W000001191,2021-01-22
CT00001192,6060.29,7106-0916-6581-3529,W000001192,2019-05-10
CT00001193,20687.96,9383-5360-8431-1274,W000001193,2021-11-17
CT00001194,23738.16,9818-6754-0962-5866,W000001194,2021-10-11
