Wallet_id,Balanced,Owner_ID,Credit_Card_ID,Debit_Card_ID,Bank_Number
W000000606,415434.71,U000000712,8034-8432-4440-2633,9997-3813-2375-3699,200-893324-9
W000000607,306983.57,U000001003,5510-7158-5308-8281,3849-2997-5962-3298,851-510597-3
W000000608,380230.59,U000000987,2150-5971-5900-2246,8171-9006-0326-4038,381-591285-9
W000000609,399717.95,U000000708,4493-5026-0444-2644,4005-7868-1762-3389,846-108247-0
W000000610,16834.87,U000001167,0013-1315-6784-9061,5056-0426-2682-4902,268-642679-3
W000000611,361171.19,U000000958,9121-4680-5929-0808,1767-9845-8783-3802,939-836216-1
W000000612,413221.54,U000001215,9671-1987-0936-1688,8712-9749-2203-3832,105-205810-7
W000000613,433373.45,U000000889,1898-9265-2160-2628,0963-3548-2233-3883,263-241864-7
W000000614,155439.14,U000000545,7785-4428-5703-3798,1816-0842-8498-6396,859-846969-5
W000000615,21198.07,U000000240,4827-4773-0722-9505,9857-3575-3796-1283,691-122545-2
W000000616,496816.58,U000001468,6787-3421-3360-6702,2186-2081-2151-4567,339-749745-0
W000000617,90471.94,U000000740,9383-5360-8431-1274,7089-3759-8665-6463,228-720364-0
W000000618,209172.99,U000001336,2629-3169-3059-6874,9806-5509-2136-4790,691-122545-2
W000000619,327632.83,U000001803,8562-8895-6442-5877,0669-6802-3239-8263,724-331034-9
W000000620,141995.66,U000001520,6114-3426-8343-6403,8554-3608-9222-4850,390-077608-2
W000000621,422886.89,U000001480,1579-1688-2344-5394,0553-4313-4662-9108,713-910997-6
W000000622,155020.75,U000000514,1972-9676-4483-3347,5294-9013-2630-8760,651-308399-7
W000000623,377179.43,U000000329,2116-2533-8083-5342,4164-1898-3021-4650,414-181983-9
W000000624,354786.15,U000000431,7473-0996-6711-9447,8412-1633-5795-3356,867-511500-0
W000000625,348711.16,U000000235,7341-8048-4492-2293,8033-5751-6348-1189,887-093133-3
W000000626,24070.09,U000000453,9016-2149-8776-2880,5768-4313-1467-0119,628-186537-6
W000000627,446062.22,U000001611,2757-9619-4247-0577,1190-2993-4050-0974,284-546264-9
W000000628,411272.57,U000001713,1348-7429-0166-3789,6454-3634-1571-3172,716-182115-7
W000000629,494881.76,U000001183,1245-9908-3761-2315,3270-5859-8722-1924,364-657249-9
W000000630,136621.26,U000001291,0841-6489-6006-4663,6480-8642-7497-1745,127-989329-2
W000000631,113097.45,U000001674,5795-6625-5308-4593,1004-0704-5117-0464,178-300260-1
W000000632,349239.08,U000001459,9830-0287-9775-6505,9857-3575-3796-1283,848-831664-4
W000000633,141148.84,U000001945,2093-7958-7194-3259,0721-6865-6141-2085,586-045292-9
W000000634,454454.79,U000001421,3890-6715-6910-2521,2422-2218-9176-4050,165-195361-1
W000000635,139815.84,U000000487,6134-8155-6762-9911,0373-2127-9342-8648,858-216986-5
W000000636,66456.37,U000000816,5329-7459-5450-7777,6745-1042-9661-8627,180-317393-4
W000000637,354031.71,U000001036,1168-0598-9892-5832,5324-8151-4925-2699,255-001261-8
W000000638,446923.04,U000001097,3418-6295-9847-0612,4797-9804-0602-0050,946-689399-9
W000000639,388855.48,U000001845,1041-0584-3603-2125,7087-9430-7185-0859,912-299357-4
W000000640,74872.99,U000000407,0334-6919-6529-0244,0431-0744-6800-8865,447-794916-9
W000000641,259730.05,U000000398,2690-0531-3984-2752,0441-7008-1098-8276,325-407496-0
W000000642,39571.1,U000001938,7914-8495-9334-4782,3671-4447-9971-2355,608-982920-2
W000000643,350801.14,U000000652,1961-8476-9425-3021,3116-9388-1268-4687,846-910295-9
W000000644,499914.17,U000000556,4968-2867-8240-1592,3513-5959-7367-0977,313-335906-7
W000000645,484786.8,U000000248,3806-8782-7498-4612,2626-0626-9112-0385,473-636151-6
W000000646,249290.5,U000001591,0802-3376-1700-4647,8852-1940-8497-5277,451-174603-7
W000000647,50852.67,U000000335,3620-4329-1895-9004,0119-9135-4715-0933,358-905356-6
W000000648,390254.93,U000001393,1386-6364-4548-7479,5436-6843-5064-2811,091-296191-9
W000000649,232573.19,U000000135,6983-2118-2506-3023,9696-3398-3337-0089,221-956046-6
W000000650,360004.81,U000001342,3135-2348-7689-9393,0816-1135-6256-5779,838-134567-2
W000000651,90804.19,U000000050,8308-0565-1232-2046,3407-7620-6790-2887,192-820546-5
W000000652,399717.69,U000001484,5197-0671-8311-3623,9500-2333-1519-2423,380-971735-3
W000000653,313886.18,U000000527,8390-9619-3186-0493,8511-9865-5378-5273,278-792656-3
W000000654,121156.23,U000001949,1383-2039-4456-9386,7153-8583-6680-1668,330-153104-2
W000000655,459038.32,U000000182,2909-3062-9844-3431,2140-0549-1786-5691,206-830171-5
W000000656,273520.81,U000000938,6328-9466-2447-8058,1072-4624-8126-9878,458-494513-0
W000000657,439281.47,U000001131,6171-9495-9247-4345,8903-4797-3825-2475,745-212940-2
W000000658,289907.11,U000000315,2490-6032-3861-9349,1964-2173-6947-3476,100-198058-2
W000000659,178381.83,U000001310,6550-2220-7604-1345,7882-3055-6724-2038,229-413043-5
W000000660,222834.95,U000000083,3738-4154-0377-6471,7128-4390-5384-7559,702-550968-1
W000000661,280744.84,U000000420,0044-4102-2621-2275,5516-7419-1422-9447,426-931717-9
W000000662,99151.33,U000000573,6392-1650-8723-1372,7969-3569-5736-4675,892-463693-7
W000000663,400090.99,U000000926,2687-0350-7490-1420,2983-3796-8292-1118,802-092001-8
W000000664,448723.09,U000001609,5813-9787-8495-3882,7666-2913-0329-3066,264-726897-4
W000000665,355883.08,U000001530,6950-7621-4187-3704,3418-4966-6089-3696,539-314028-4
W000000666,221686.64,U000000971,1734-9768-4726-0702,6816-1102-5821-9176,417-392905-3
W000000667,101063.89,U000001540,4727-9861-6397-8552,7111-1236-2225-9596,041-371906-7
W000000668,425111.74,U000000725,9360-0259-4927-0068,6576-1418-4076-3991,159-139201-6
W000000669,311726.85,U000000008,1477-2340-0064-9584,1467-0169-8201-4460,104-124627-7
W000000670,417135.43,U000000528,6483-7256-8192-9986,6585-0370-2907-7668,148-481270-9
W000000671,36285.63,U000001940,0722-2636-2231-3352,1881-8566-5567-5544,456-264618-8
W000000672,200181.51,U000000366,3834-8050-4161-3574,4362-8846-5005-6428,314-547686-3
W000000673,53525.11,U000000419,7418-5755-0498-4289,8370-8984-8438-9834,433-225949-9
W000000674,31779.25,U000000616,5665-9108-2812-1123,7736-4312-1444-9889,757-426642-3
W000000675,467577.7,U000001904,3188-7750-9652-2378,1626-0378-5386-8239,820-720037-9
W000000676,391427.02,U000000348,9347-1946-3959-2831,0408-0393-3447-0678,072-269661-4
W000000677,221216.61,U000001571,4199-5548-1781-9617,2248-5624-3499-8588,049-183652-1
W000000678,167447.84,U000001939,3222-6590-1188-3597,5503-8832-3016-7426,525-468213-6
W000000679,30154.12,U000001042,0252-7433-2654-8354,9969-3868-3376-3245,351-076596-9
W000000680,123472.57,U000001083,1182-2697-6674-5496,8325-4844-8781-0663,014-497888-2
W000000681,136942.14,U000001086,6171-9495-9247-4345,6454-3634-1571-3172,729-151906-3
W000000682,338045.22,U000000085,3652-7904-6204-4419,8372-7257-7886-0002,504-608538-3
W000000683,269019.91,U000000424,7334-2655-0570-0932,7341-1142-3596-8507,154-614151-1
W000000684,162804.23,U000000148,5621-3214-5971-3545,0942-3309-7493-6842,615-083996-7
W000000685,188177.83,U000001811,9190-8218-0295-9874,3497-9904-2768-8125,563-551008-8
W000000686,312304.53,U000000187,6719-7009-6043-5668,2522-0602-9970-4669,768-349619-0
W000000687,424396.75,U000001557,6881-6511-6876-3828,5914-9334-8226-4325,394-071708-0
W000000688,463878.62,U000000101,2225-1837-1330-0988,6898-4570-8006-4771,347-326569-9
W000000689,227584.28,U000000942,0135-2210-8424-4612,9930-3888-4704-3262,825-150463-5
W000000690,206244.37,U000000305,8937-8586-6955-2248,7766-7078-7744-2501,741-087419-9
W000000691,203765.03,U000000647,3267-2648-9058-9943,7128-4390-5384-7559,020-366517-4
W000000692,253339.89,U000001976,1452-5592-2804-8840,8522-6398-4656-7979,535-780899-9
W000000693,52742.73,U000001381,8161-5925-0762-6076,8538-6214-5893-0797,309-259344-4
W000000694,204118.62,U000001958,1686-9518-2857-6965,6654-8885-3399-1461,768-539961-7
W000000695,237845.71,U000000721,3754-7559-3179-9910,7074-7180-7651-2593,431-824992-9
W000000696,12594.06,U000000337,8162-3360-2377-6601,3403-9297-6040-3690,070-197201-6
W000000697,222397.64,U000001481,9077-6472-3296-8864,3513-5959-7367-0977,663-008548-4
W000000698,219144.05,U000000237,6881-6511-6876-3828,3291-5710-0239-8813,485-435087-8
W000000699,226578.34,U000000460,7400-5381-8058-1417,3291-5710-0239-8813,684-448020-9
W000000700,158674.9,U000000696,0117-1596-1163-7988,8513-6201-5105-4600,671-012282-1
W000000701,68478.41,U000001522,0928-6300-6980-1374,2256-1448-1940-9555,965-126861-2
W000000702,61390.19,U000000343,4357-3997-5815-3739,8529-3446-5210-5324,717-010413-9
W000000703,485755.77,U000001095,7524-8990-4256-1687,8071-2999-8352-3524,988-518169-0
W000000704,58220.25,U000000934,5626-5606-9580-8013,0111-0474-8283-2320,964-917748-8
W000000705,203545.56,U000000207,3764-6066-6025-2026,9462-0862-9316-5664,276-374656-6
W000000706,377646.07,U000000672,8855-5184-9591-1250,0299-9622-9716-6433,014-919509-2
W000000707,441177.81,U000000115,9657-5691-9073-4649,0239-2275-9656-6913,398-727615-7
W000000708,172490.88,U000000074,2348-4932-2421-4074,1045-3372-9110-5764,728-483202-0
W000000709,258923.06,U000000723,0709-3849-0123-7195,5536-4974-3184-3426,666-064086-0
W000000710,121640.04,U000000745,7496-7622-5480-7408,9442-8184-0278-7443,397-527030-8
W000000711,148535.38,U000000649,9044-7088-9552-0248,8316-3244-7044-8612,440-010962-3
W000000712,341823.62,U000000562,8950-5133-3090-5292,1435-5781-1871-4389,600-542943-9
W000000713,476564.66,U000000744,6131-5636-0541-5339,3403-9297-6040-3690,022-914302-8
W000000714,483972.26,U000001500,3764-6066-6025-2026,9420-8939-6328-7696,021-840074-6
W000000715,452122.15,U000000227,0579-0453-1910-6781,1355-0158-3046-7580,526-745544-2
W000000716,331039.63,U000000111,6374-8443-4242-8346,3344-5890-9322-0255,348-120151-2
W000000717,96510.83,U000001164,5180-5912-3469-5173,2720-6599-9943-7103,680-396231-4
W000000718,236650.0,U000000251,0185-9990-5139-7209,1623-2914-7912-8432,044-466172-3
W000000719,70423.4,U000001478,4462-1381-0909-7145,9266-2204-9244-0204,639-219130-4
W000000720,480712.53,U000001190,3141-1975-1045-1157,3362-9345-5141-7991,133-519042-4
W000000721,384513.87,U000000399,8554-8151-0891-8176,0882-0145-7350-6869,474-731782-0
W000000722,66699.41,U000001367,4855-7177-0390-5171,9483-7856-4419-9492,263-277700-3
W000000723,78000.04,U000001597,2909-3062-9844-3431,1073-4332-9921-4121,910-375156-6
W000000724,299817.66,U000000411,7496-7622-5480-7408,0458-3503-1382-1953,337-057623-0
W000000725,108001.4,U000000154,3167-4856-8463-2482,6462-8986-0447-4741,258-932871-9
W000000726,400436.56,U000001241,2152-1604-4099-7204,9381-0736-6170-8025,122-953509-4
W000000727,147221.22,U000000683,9580-2258-9303-0120,9116-0079-8560-3494,827-818135-9
W000000728,20589.55,U000001218,9760-8479-3612-8487,1092-9693-8470-3184,295-911140-2
W000000729,302514.44,U000001219,3784-2585-9859-5964,3618-2019-3861-6377,219-210410-8
W000000730,447161.34,U000001205,6452-3089-2233-0064,6659-1499-6899-1760,554-226226-9
W000000731,390685.14,U000000735,6483-7256-8192-9986,2720-6599-9943-7103,802-920888-6
W000000732,335391.71,U000001686,5508-4548-6483-1839,5544-5341-3439-5290,057-748837-4
W000000733,39513.46,U000000059,2386-5146-2424-0358,8314-2365-4254-4756,747-804075-4
W000000734,443554.41,U000000128,9671-1987-0936-1688,8976-5606-5317-4984,285-573798-1
W000000735,259026.66,U000001182,1157-5014-2423-4602,8177-2020-3143-2706,755-817828-7
W000000736,232086.74,U000001612,0383-1665-5932-1822,7361-7141-5442-0769,036-952321-1
W000000737,289490.57,U000001502,9872-6624-8157-8973,0056-8613-0210-9839,270-967723-8
W000000738,253239.21,U000001607,7307-2644-0419-4707,0773-6159-1307-9141,578-572447-6
W000000739,106296.08,U000000219,9534-6382-6550-0772,2896-2742-0062-6673,907-298197-2
W000000740,106810.85,U000001640,2119-9526-4278-9914,5498-1099-4878-9078,148-071058-4
W000000741,322447.11,U000001389,0408-5527-3866-7580,8470-4526-9900-6936,258-932871-9
W000000742,404666.35,U000001822,4705-1504-0883-0720,8622-6443-4278-0996,842-519324-3
W000000743,192330.9,U000001231,1418-4055-1894-6468,5425-1942-4900-0174,568-689845-4
W000000744,63571.5,U000000389,6719-7009-6043-5668,0669-6802-3239-8263,585-281963-7
W000000745,454535.66,U000000070,0927-8146-1602-2124,6006-1974-7107-8011,962-489733-2
W000000746,404818.97,U000001408,4782-3613-7741-2263,8178-0382-1245-5948,993-598176-3
W000000747,381829.67,U000001027,6574-3876-4400-7239,8209-8941-0314-0118,492-429432-1
W000000748,66276.42,U000001902,9272-9325-5133-9971,9619-4209-0983-9769,625-652371-4
W000000749,389445.09,U000000488,2053-4349-6891-7183,1835-2138-9888-8274,743-856204-8
W000000750,158127.38,U000000992,3388-5483-3594-5805,6630-0426-6002-8666,579-858656-1
W000000751,304868.06,U000001161,1168-0598-9892-5832,3488-1354-6886-2335,505-387322-8
W000000752,277421.94,U000000554,7923-4275-8790-2749,6622-6761-5171-8953,778-554234-1
W000000753,119117.54,U000000932,1078-8351-7293-6613,4586-3725-0092-7727,824-742924-3
W000000754,256328.12,U000000716,7323-1008-4365-6207,2179-7000-6014-9489,852-703911-6
W000000755,492474.64,U000001731,1383-2039-4456-9386,0899-1199-1198-2732,678-362308-4
W000000756,57403.01,U000000456,0774-3815-1685-6421,0779-5407-6380-4723,764-438161-8
W000000757,227018.03,U000000868,2375-6261-0151-5531,9659-6377-5499-4698,236-973497-0
W000000758,392360.94,U000001812,3669-3522-2734-1029,0542-9018-9037-8380,778-914504-7
W000000759,129244.27,U000001427,1579-1688-2344-5394,4409-1347-8036-8257,371-160119-9
W000000760,453677.02,U000001521,0208-4954-3796-9087,3458-2113-6274-3407,332-245461-7
W000000761,35539.18,U000000332,6225-2365-4964-9126,8713-2621-9449-8913,983-200808-0
W000000762,257772.99,U000001880,9038-4349-6014-4683,7794-6458-8449-8177,671-012282-1
W000000763,383031.58,U000000839,3186-8121-2988-4852,2051-6113-5417-6350,382-420373-6
W000000764,498588.34,U000000789,2152-1604-4099-7204,7138-8550-3182-4397,593-818655-1
W000000765,261820.89,U000000144,4411-1387-8269-1026,4638-1221-7695-6165,356-122654-0
W000000766,107602.97,U000001239,9077-6472-3296-8864,5725-4419-0876-3257,046-015454-3
W000000767,371364.44,U000000819,1216-1877-6320-9308,7329-5813-2708-1026,999-315163-7
W000000768,482431.26,U000001426,2862-6315-9997-1606,0562-3832-7193-7281,063-747676-3
W000000769,1021.62,U000000267,6620-9581-1584-1065,3362-9345-5141-7991,148-071058-4
W000000770,497648.95,U000000035,3461-0126-3051-4418,2464-2905-9055-2754,773-294843-0
W000000771,154325.2,U000000181,2084-6473-4185-4806,3680-1406-1472-9039,187-577392-2
W000000772,467544.14,U000000625,9141-4765-4789-6654,2676-7757-3371-6049,734-300926-5
W000000773,287997.69,U000001564,0878-7508-0319-6115,2649-8819-0794-6558,944-104797-2
W000000774,438428.02,U000001815,1144-3673-7069-6228,0872-5615-9412-4244,738-143799-8
W000000775,168730.91,U000001474,2773-3887-3860-0881,9507-7712-1308-5702,638-443146-9
W000000776,108509.25,U000000779,2490-6032-3861-9349,7664-7361-9760-3650,299-251243-5
W000000777,278918.34,U000001756,3725-5608-0514-1867,0542-6768-3722-7543,059-876375-7
W000000778,259758.98,U000000590,4782-3613-7741-2263,4362-8846-5005-6428,886-299357-6
W000000779,287297.6,U000001682,4831-4768-6351-6938,9136-4899-6557-5429,799-694108-8
W000000780,478625.18,U000000140,6019-1514-4209-8487,8325-4844-8781-0663,271-219724-3
W000000781,62396.63,U000000177,9024-6604-1518-6911,5400-0815-8163-6745,673-095295-2
W000000782,87897.24,U000000138,3494-0376-6569-6352,0108-8367-4476-8306,003-190455-5
W000000783,59550.05,U000000602,4400-4838-9976-2519,0374-4098-5708-9079,634-980142-7
W000000784,179768.75,U000000385,2265-7466-3682-9935,1569-2690-8092-2586,974-604267-3
W000000785,269401.52,U000001237,1976-1746-2143-2645,1685-3826-9472-0957,563-909135-8
W000000786,220705.98,U000001933,1872-1947-5386-7014,2401-2047-0827-6580,512-128091-4
W000000787,241609.28,U000000066,0334-6919-6529-0244,1707-1285-2177-9900,498-430177-8
W000000788,376484.28,U000001934,0187-9738-9580-1758,3650-7747-8892-2368,144-760486-8
W000000789,200951.48,U000001139,9897-1034-9661-4701,9465-7152-9691-4939,102-513386-8
W000000790,53759.49,U000001672,9010-9252-2016-8012,1529-7615-8340-6846,446-410705-2
W000000791,415212.1,U000001662,4375-8967-5762-1343,3506-6507-1189-5550,392-903506-8
W000000792,460964.47,U000001732,6867-7348-4573-2132,1179-6809-7376-5957,230-473373-2
W000000793,282918.7,U000000633,3267-9514-2518-1523,5650-5871-5035-7782,720-209082-4
W000000794,396560.83,U000001960,6990-1465-8451-7618,1095-3759-5657-0819,786-532616-5
W000000795,259893.35,U000000842,8226-3808-2616-4152,9393-9857-4813-2787,435-980295-6
W000000796,51157.14,U000000230,1149-6484-3008-0408,0695-7693-8957-4958,083-372516-7
W000000797,309900.31,U000000448,0813-0738-5781-8507,6743-4331-3333-4309,043-410372-4
W000000798,164592.94,U000001445,9008-6138-7166-9771,3869-9763-6808-3942,345-775285-3
W000000799,457380.27,U000001717,1882-3676-5724-3198,0906-8386-6153-8705,866-798620-1
W000000800,300348.45,U000001965,0640-5456-2605-6181,0165-0684-2178-8672,653-850910-9
W000000801,396278.57,U000001729,6926-0372-5724-3509,5821-7691-4581-4443,472-435495-6
W000000802,276912.36,U000001724,4959-5226-8091-7447,9327-7750-3981-1088,033-990959-6
W000000803,475150.34,U000001296,6983-2118-2506-3023,7042-1741-5651-1015,999-315163-7
W000000804,187272.43,U000001970,8328-7044-9397-2176,9307-0950-8291-3410,431-824992-9
W000000805,381700.7,U000000179,9487-6426-6505-9411,0825-1741-6499-6627,275-013261-0
W000000806,223334.39,U000001076,7675-5906-9940-7826,0924-7608-1200-8149,964-314841-4
W000000807,64756.8,U000001753,0368-0156-4696-3003,2195-0518-4185-8099,357-144865-6
W000000808,260813.65,U000000449,2720-2605-9766-0593,9611-3332-4469-9181,497-036323-8
W000000809,79952.09,U000000141,3670-1580-0744-9120,1362-1850-8932-7941,314-547686-3
W000000810,294198.07,U000000253,1168-0598-9892-5832,3170-5548-7031-4337,443-329517-5
W000000811,18976.6,U000001200,3952-7789-2620-0701,4514-5993-5450-7361,439-428145-5
W000000812,314015.95,U000001068,0547-5068-6875-0575,0555-9316-8805-3938,727-057025-3
W000000813,386615.93,U000001804,2050-4023-6727-7632,1204-0598-3280-7139,096-590995-8
W000000814,354183.52,U000001792,3713-1328-8514-6976,1816-0842-8498-6396,125-087410-7
W000000815,468429.85,U000001258,0355-7302-1253-1194,6753-0818-9857-1943,323-768318-3
W000000816,492811.65,U000001974,3846-2361-2911-0076,0545-3246-4871-6671,285-573798-1
W000000817,325646.54,U000001297,6952-1058-3208-4198,8828-8940-0024-0651,324-281001-7
W000000818,146275.81,U000000980,3388-5483-3594-5805,6431-7408-5361-7692,567-472083-2
W000000819,384878.63,U000001105,1348-7429-0166-3789,5637-1786-6322-0358,390-077608-2
W000000820,259283.69,U000000436,9038-4349-6014-4683,7679-4781-6248-3380,953-839838-5
W000000821,39605.29,U000000867,8396-6719-6498-6646,6068-9566-9283-9304,262-535086-8
W000000822,294264.11,U000001253,4490-2106-8587-9770,0758-8667-1112-4148,946-689399-9
W000000823,83632.6,U000001618,4593-2442-7016-3936,9483-7856-4419-9492,475-752286-2
W000000824,430205.45,U000000301,2084-6473-4185-4806,5927-7939-0425-5087,663-067736-0
W000000825,40564.15,U000001446,1487-3137-3761-0598,2485-8614-7359-0369,293-875897-3
W000000826,80916.49,U000001453,6114-3426-8343-6403,7619-5094-0634-1876,909-821603-1
W000000827,340107.54,U000001023,4955-8647-2696-3488,1618-0417-9056-4437,769-140041-2
W000000828,481708.55,U000000208,4697-4958-5330-7567,8181-8808-4688-9248,817-228463-7
W000000829,490693.17,U000000885,3548-3041-4939-4357,5299-9811-4001-9177,054-526813-0
W000000830,445164.72,U000000099,3102-3104-6553-1033,9133-7262-5117-1848,125-049214-7
W000000831,114757.35,U000001835,7460-7623-6292-2355,5399-3962-4676-6103,008-157850-6
W000000832,186795.89,U000001896,4886-7724-1487-1132,0154-3806-6769-5113,206-339299-2
W000000833,348477.84,U000001493,5646-7333-5121-3296,5708-8529-4850-4067,421-617831-0
W000000834,222653.81,U000001159,9942-8183-5102-9749,7382-7910-5378-3283,171-467935-4
W000000835,402505.25,U000000585,9568-0405-1099-1650,0421-5215-1958-8176,929-503276-0
W000000836,355564.2,U000001274,3485-6095-7847-6796,8622-6443-4278-0996,307-958447-9
W000000837,312545.28,U000001583,6372-6323-3612-7551,0382-4358-4685-8857,181-809180-8
W000000838,109826.0,U000001857,4331-9474-0406-8523,6991-9168-4663-2531,918-891784-0
W000000839,83499.02,U000000462,3613-5345-9349-3495,5915-1671-0574-9521,541-223607-5
W000000840,465632.55,U000001754,9193-5358-1753-6795,0693-3678-6514-1835,415-891082-3
W000000841,247699.99,U000001383,2715-6431-4888-7143,1022-4190-9107-0684,558-672795-4
W000000842,410278.89,U000000986,1905-3843-2793-2238,0706-0260-3146-4172,279-641436-7
W000000843,258094.81,U000000309,3209-9093-8642-9577,7205-3656-5296-5731,008-991358-7
W000000844,342791.43,U000001275,0647-4444-3084-4629,6617-8920-2652-8450,877-272122-2
W000000845,366486.57,U000001746,5574-7335-7933-4942,4357-3308-3105-9851,111-692634-6
W000000846,388386.79,U000001324,1178-4080-6459-3994,6818-1427-3138-3581,282-773063-8
W000000847,407842.22,U000001096,1345-4602-8944-9002,8470-4526-9900-6936,592-863556-6
W000000848,256466.65,U000001767,2918-0454-3840-0046,6925-7094-6274-9651,812-139853-9
W000000849,404715.85,U000001181,0449-5942-0942-0952,1955-6244-4440-9402,058-817244-8
W000000850,238106.37,U000001759,0579-0453-1910-6781,1243-6192-4371-2244,521-564581-2
W000000851,265393.25,U000001947,6881-2496-3678-0536,3459-0937-3553-8444,696-102280-4
W000000852,419124.65,U000000426,4940-4601-3444-0776,8903-4797-3825-2475,063-747676-3
W000000853,254895.63,U000001404,9619-4257-5143-4002,1549-0648-7664-2899,250-801404-4
W000000854,392293.74,U000001172,3558-1868-2112-4273,6462-8986-0447-4741,927-529222-7
W000000855,39391.71,U000001138,6867-7348-4573-2132,4332-9337-6341-3516,231-350956-7
W000000856,48001.67,U000000804,5264-9806-8906-9810,6548-3544-1232-9659,416-194845-1
W000000857,187947.53,U000000702,7570-2474-5694-8675,2350-3591-8945-0830,309-326552-0
W000000858,463636.3,U000001314,0426-1961-3876-2463,7736-4312-1444-9889,254-178737-4
W000000859,314919.83,U000000483,2225-0831-9097-8463,7434-2742-1036-6321,547-470277-0
W000000860,335689.24,U000001126,6144-3642-0605-8158,3555-0724-4217-4859,589-983537-2
W000000861,244539.68,U000000947,4303-0163-3354-0851,2377-3688-3602-4435,111-416075-4
W000000862,371292.38,U000001462,5695-2174-3196-1894,9139-8081-9558-4177,776-937004-3
W000000863,251431.18,U000001840,6046-8180-5020-8450,0050-9783-6725-0136,330-631748-5
W000000864,281314.67,U000001414,2353-8917-7961-9079,9887-1893-5038-9482,504-608538-3
W000000865,375100.9,U000001773,8919-4920-8022-7516,8754-0587-9122-0286,597-848534-0
W000000866,232452.05,U000001652,6983-2118-2506-3023,6172-1179-9843-0165,469-305625-6
W000000867,226856.16,U000001217,6896-2434-8707-7352,4388-7367-6673-0659,083-937350-7
W000000868,77718.35,U000001979,7797-4650-8141-4056,5628-9541-3841-5547,063-036800-1
W000000869,369146.84,U000000137,8612-6292-5322-1330,1761-1535-6991-7921,674-487541-9
W000000870,186739.1,U000000195,7269-0720-8678-8733,3883-8775-1953-3712,812-758287-2
W000000871,53650.64,U000000512,7070-4635-6385-4569,0468-0681-6192-7173,388-667575-8
W000000872,131330.15,U000001864,7265-5377-0309-3155,4164-1898-3021-4650,476-990032-0
W000000873,372741.31,U000001562,7492-5764-4183-3744,5594-1417-3149-0239,782-493114-0
W000000874,474355.54,U000001831,8011-2138-4309-5271,1882-2521-6325-7012,573-748513-2
W000000875,329793.46,U000001407,0311-9021-6867-7522,4678-4062-3849-1518,316-728683-1
W000000876,5736.06,U000000604,2474-9708-5591-8465,7685-6621-0761-7546,399-698729-3
W000000877,317128.25,U000001869,2157-2249-3682-7810,3488-1354-6886-2335,326-581631-9
W000000878,43922.48,U000000393,2127-0524-9749-4890,4332-9337-6341-3516,166-072311-0
W000000879,176138.91,U000000034,0813-0738-5781-8507,6314-1664-7032-4436,934-961134-6
W000000880,381624.46,U000000095,2123-3530-2718-5494,9470-7459-2846-2300,721-780449-8
W000000881,34292.17,U000001862,1297-1355-4421-3283,1063-6484-5803-0760,789-683693-0
W000000882,56338.79,U000001361,8226-3808-2616-4152,0186-3938-8671-2222,563-870412-3
W000000883,116860.22,U000001194,8162-1255-2242-4449,5943-2620-1382-6491,901-361636-8
W000000884,493770.89,U000000463,2495-6061-9892-0991,4380-7570-3853-3595,200-893324-9
W000000885,208226.0,U000000754,0928-6300-6980-1374,3416-3277-2588-3799,434-486652-4
W000000886,362159.91,U000001278,8390-9619-3186-0493,2236-4471-9020-2755,916-419355-4
W000000887,498278.84,U000000002,1479-2499-0601-6778,1529-7615-8340-6846,131-249178-7
W000000888,431504.59,U000001071,4195-1162-5794-3266,8642-1737-8312-5572,392-654088-4
W000000889,427157.5,U000000871,5961-4372-0907-4715,8712-9749-2203-3832,366-859243-4
W000000890,320531.2,U000001762,5177-7518-3460-3908,9864-7436-9110-9110,960-045920-7
W000000891,437423.61,U000001075,6438-4255-3321-1812,1466-6490-2747-6976,493-910380-0
W000000892,479191.83,U000000089,9077-6472-3296-8864,6107-7605-1159-5373,422-159266-9
W000000893,335131.67,U000001326,5530-1570-2693-9196,0137-3626-0237-0125,168-055790-0
W000000894,372879.5,U000000024,2245-4300-9874-9231,3996-4224-9175-7434,705-812507-2
W000000895,357252.79,U000001094,1467-0612-0910-0868,1133-4503-2293-1858,364-657249-9
W000000896,392902.93,U000000049,6114-3426-8343-6403,9887-1893-5038-9482,843-947337-9
W000000897,241086.62,U000000630,5054-7865-7851-6679,4808-0603-8019-0651,260-831971-4
W000000898,41415.93,U000001631,4949-3740-3284-5756,6104-2173-1727-2127,855-772435-9
W000000899,328240.76,U000001592,1168-0598-9892-5832,6091-9525-2711-0040,969-231158-6
W000000900,296381.68,U000000234,0383-1665-5932-1822,5487-2224-4985-1944,135-922773-6
W000000901,124772.61,U000001659,5796-6074-8766-7537,2103-1805-5434-4016,925-143528-7
W000000902,88457.05,U000001432,5041-6800-1146-5928,2195-0518-4185-8099,553-388725-9
W000000903,97495.34,U000001455,6797-4562-0741-1751,5721-9144-9009-2743,748-721164-5
W000000904,202686.41,U000001794,1956-0684-1771-8636,1232-5429-0959-3811,499-181995-4
W000000905,223278.97,U000001120,6572-3283-9285-3646,9318-4160-8412-2148,704-723258-0
W000000906,310308.91,U000000087,9102-4156-9392-1095,4390-5463-4561-8549,106-700194-7
W000000907,16690.61,U000000250,2987-3797-7651-2173,3509-0224-5114-8882,413-798188-0
W000000908,106760.81,U000001598,7570-2474-5694-8675,4575-6611-9931-7333,523-078643-9
