Top_up_Dedit_Card_ID,Amount,Debit_Card_Number,Wallet_ID,Top_Up_Date
DT00000796,14613.67,0695-7693-8957-4958,W000000796,2020-04-17
DT00000797,33192.45,6743-4331-3333-4309,W000000797,2020-09-13
DT00000798,25336.33,3869-9763-6808-3942,W000000798,2020-05-08
DT00000799,22926.52,0906-8386-6153-8705,W000000799,2019-03-25
DT00000800,11328.75,0165-0684-2178-8672,W000000800,2020-01-01
DT00000801,29246.3,5821-7691-4581-4443,W000000801,2019-03-20
DT00000802,27288.24,9327-7750-3981-1088,W000000802,2020-07-24
DT00000803,23524.83,7042-1741-5651-1015,W000000803,2020-12-11
DT00000804,806.23,9307-0950-8291-3410,W000000804,2019-05-15
DT00000805,8131.76,0825-1741-6499-6627,W000000805,2019-11-14
DT00000806,8777.96,0924-7608-1200-8149,W000000806,2019-09-20
DT00000807,25436.5,2195-0518-4185-8099,W000000807,2021-06-24
DT00000808,15641.63,9611-3332-4469-9181,W000000808,2019-10-18
DT00000809,21543.08,1362-1850-8932-7941,W000000809,2021-09-24
DT00000810,33464.5,3170-5548-7031-4337,W000000810,2021-06-26
DT00000811,31736.02,4514-5993-5450-7361,W000000811,2020-12-23
DT00000812,30309.84,0555-9316-8805-3938,W000000812,2022-01-02
DT00000813,33568.13,1204-0598-3280-7139,W000000813,2019-05-25
DT00000814,10237.27,1816-0842-8498-6396,W000000814,2021-08-02
DT00000815,21672.28,6753-0818-9857-1943,W000000815,2021-09-10
DT00000816,33966.59,0545-3246-4871-6671,W000000816,2021-10-24
DT00000817,9578.55,8828-8940-0024-0651,W000000817,2021-09-07
DT00000818,14054.22,6431-7408-5361-7692,W000000818,2019-05-14
DT00000819,33881.17,5637-1786-6322-0358,W000000819,2019-03-10
DT00000820,13181.06,7679-4781-6248-3380,W000000820,2020-05-03
DT00000821,10770.82,6068-9566-9283-9304,W000000821,2021-11-30
DT00000822,9171.35,0758-8667-1112-4148,W000000822,2022-02-27
DT00000823,1807.7,9483-7856-4419-9492,W000000823,2021-12-27
DT00000824,13374.82,5927-7939-0425-5087,W000000824,2020-06-30
DT00000825,10204.41,2485-8614-7359-0369,W000000825,2021-01-15
DT00000826,31465.59,7619-5094-0634-1876,W000000826,2019-11-20
DT00000827,28224.53,1618-0417-9056-4437,W000000827,2019-07-18
DT00000828,25142.08,8181-8808-4688-9248,W000000828,2020-10-27
DT00000829,20571.79,5299-9811-4001-9177,W000000829,2020-05-12
DT00000830,18182.2,9133-7262-5117-1848,W000000830,2019-02-25
DT00000831,28879.76,5399-3962-4676-6103,W000000831,2020-10-08
DT00000832,3304.37,0154-3806-6769-5113,W000000832,2020-01-03
DT00000833,6491.74,5708-8529-4850-4067,W000000833,2020-08-15
DT00000834,29784.89,7382-7910-5378-3283,W000000834,2020-03-26
DT00000835,27348.75,0421-5215-1958-8176,W000000835,2020-09-01
DT00000836,4189.66,8622-6443-4278-0996,W000000836,2021-12-23
DT00000837,11382.39,0382-4358-4685-8857,W000000837,2020-08-17
DT00000838,14875.86,6991-9168-4663-2531,W000000838,2021-08-20
DT00000839,26634.84,5915-1671-0574-9521,W000000839,2021-06-29
DT00000840,22082.59,0693-3678-6514-1835,W000000840,2020-06-09
DT00000841,3996.85,1022-4190-9107-0684,W000000841,2021-07-04
DT00000842,18534.45,0706-0260-3146-4172,W000000842,2019-09-26
DT00000843,6143.43,7205-3656-5296-5731,W000000843,2019-04-02
DT00000844,17103.76,6617-8920-2652-8450,W000000844,2021-07-24
DT00000845,13248.65,4357-3308-3105-9851,W000000845,2022-02-19
DT00000846,4348.38,6818-1427-3138-3581,W000000846,2021-12-23
DT00000847,23900.14,8470-4526-9900-6936,W000000847,2020-03-25
DT00000848,17152.05,6925-7094-6274-9651,W000000848,2019-04-24
DT00000849,12524.76,1955-6244-4440-9402,W000000849,2021-02-16
DT00000850,24041.02,1243-6192-4371-2244,W000000850,2021-07-22
DT00000851,8377.63,3459-0937-3553-8444,W000000851,2020-02-20
DT00000852,309.79,8903-4797-3825-2475,W000000852,2019-07-29
DT00000853,7844.08,1549-0648-7664-2899,W000000853,2021-08-19
DT00000854,11932.64,6462-8986-0447-4741,W000000854,2021-11-16
DT00000855,4753.23,4332-9337-6341-3516,W000000855,2020-08-01
DT00000856,11913.36,6548-3544-1232-9659,W000000856,2021-09-17
DT00000857,9326.84,2350-3591-8945-0830,W000000857,2020-02-22
DT00000858,19183.69,7736-4312-1444-9889,W000000858,2019-02-25
DT00000859,14036.1,7434-2742-1036-6321,W000000859,2019-01-23
DT00000860,9337.8,3555-0724-4217-4859,W000000860,2019-05-14
DT00000861,28060.48,2377-3688-3602-4435,W000000861,2021-11-11
DT00000862,33365.94,9139-8081-9558-4177,W000000862,2020-05-24
DT00000863,15978.34,0050-9783-6725-0136,W000000863,2022-01-23
DT00000864,24994.05,9887-1893-5038-9482,W000000864,2019-03-24
DT00000865,29616.22,8754-0587-9122-0286,W000000865,2021-02-16
DT00000866,11180.5,6172-1179-9843-0165,W000000866,2020-06-13
DT00000867,635.81,4388-7367-6673-0659,W000000867,2021-07-14
DT00000868,7704.82,5628-9541-3841-5547,W000000868,2020-08-09
DT00000869,33376.86,1761-1535-6991-7921,W000000869,2021-02-20
DT00000870,5011.97,3883-8775-1953-3712,W000000870,2020-06-04
DT00000871,29465.85,0468-0681-6192-7173,W000000871,2019-01-23
DT00000872,10803.4,4164-1898-3021-4650,W000000872,2020-10-19
DT00000873,5460.24,5594-1417-3149-0239,W000000873,2021-05-03
DT00000874,20547.15,1882-2521-6325-7012,W000000874,2021-11-10
DT00000875,29992.61,4678-4062-3849-1518,W000000875,2019-09-18
DT00000876,16579.1,7685-6621-0761-7546,W000000876,2020-05-19
DT00000877,34971.72,3488-1354-6886-2335,W000000877,2020-10-17
DT00000878,16789.91,4332-9337-6341-3516,W000000878,2020-05-31
DT00000879,15421.62,6314-1664-7032-4436,W000000879,2020-10-06
DT00000880,13892.7,9470-7459-2846-2300,W000000880,2020-01-29
DT00000881,22025.84,1063-6484-5803-0760,W000000881,2021-09-23
DT00000882,8730.81,0186-3938-8671-2222,W000000882,2020-01-08
DT00000883,21323.91,5943-2620-1382-6491,W000000883,2019-06-17
DT00000884,23317.88,4380-7570-3853-3595,W000000884,2019-01-13
DT00000885,9107.18,3416-3277-2588-3799,W000000885,2019-03-10
DT00000886,7095.84,2236-4471-9020-2755,W000000886,2019-06-05
DT00000887,13982.35,1529-7615-8340-6846,W000000887,2019-04-18
DT00000888,23535.93,8642-1737-8312-5572,W000000888,2019-09-14
DT00000889,8353.24,8712-9749-2203-3832,W000000889,2021-01-15
DT00000890,30433.86,9864-7436-9110-9110,W000000890,2021-12-14
DT00000891,12532.02,1466-6490-2747-6976,W000000891,2020-03-11
DT00000892,7256.32,6107-7605-1159-5373,W000000892,2021-06-01
DT00000893,34519.79,0137-3626-0237-0125,W000000893,2021-06-10
DT00000894,4734.75,3996-4224-9175-7434,W000000894,2020-10-07
DT00000895,1098.14,1133-4503-2293-1858,W000000895,2021-12-14
DT00000896,13748.07,9887-1893-5038-9482,W000000896,2021-04-16
DT00000897,24530.15,4808-0603-8019-0651,W000000897,2021-07-19
DT00000898,16284.64,6104-2173-1727-2127,W000000898,2019-09-21
DT00000899,33970.79,6091-9525-2711-0040,W000000899,2020-11-27
DT00000900,9992.28,5487-2224-4985-1944,W000000900,2021-09-14
DT00000901,23374.27,2103-1805-5434-4016,W000000901,2021-09-25
DT00000902,453.55,2195-0518-4185-8099,W000000902,2019-01-03
DT00000903,3856.8,5721-9144-9009-2743,W000000903,2022-01-08
DT00000904,33094.3,1232-5429-0959-3811,W000000904,2022-02-06
DT00000905,32945.91,9318-4160-8412-2148,W000000905,2019-02-21
DT00000906,18355.78,4390-5463-4561-8549,W000000906,2021-08-23
DT00000907,18698.51,3509-0224-5114-8882,W000000907,2021-11-28
DT00000908,29857.24,4575-6611-9931-7333,W000000908,2019-12-09
DT00000909,28575.16,2567-6412-1382-0272,W000000909,2021-10-20
DT00000910,17349.18,9472-4732-5944-3930,W000000910,2020-09-16
DT00000911,9739.21,4087-4431-7954-7529,W000000911,2019-07-02
DT00000912,11319.52,0993-1619-5276-7346,W000000912,2020-04-05
DT00000913,28068.1,5399-3962-4676-6103,W000000913,2022-02-03
DT00000914,10525.05,2097-4149-7783-2742,W000000914,2019-07-13
DT00000915,4982.58,2923-3741-6723-5622,W000000915,2021-04-03
DT00000916,17165.39,1686-1880-7541-2106,W000000916,2020-01-21
DT00000917,28875.87,2420-4177-4086-6153,W000000917,2021-09-07
DT00000918,13021.47,8550-2532-7590-2849,W000000918,2020-03-11
DT00000919,29150.7,6659-1499-6899-1760,W000000919,2020-04-03
DT00000920,25087.16,4429-7852-2310-4712,W000000920,2021-03-09
DT00000921,34115.97,1190-2993-4050-0974,W000000921,2021-10-27
DT00000922,2402.2,3469-0273-8658-9933,W000000922,2021-05-09
DT00000923,2528.88,4001-5940-6838-8049,W000000923,2020-06-06
DT00000924,34995.68,2209-3746-7052-4960,W000000924,2020-02-20
DT00000925,2729.96,7916-4313-9867-9489,W000000925,2019-09-16
DT00000926,22860.19,6991-9168-4663-2531,W000000926,2021-05-22
DT00000927,5652.32,3291-5710-0239-8813,W000000927,2021-04-08
DT00000928,2120.51,7704-8124-3214-7084,W000000928,2019-02-23
DT00000929,1166.4,8469-2732-7014-8241,W000000929,2021-01-02
DT00000930,9410.87,0353-6870-6931-5693,W000000930,2020-05-30
DT00000931,3038.29,3174-4802-1075-3282,W000000931,2022-02-24
DT00000932,4523.38,2140-0549-1786-5691,W000000932,2021-03-05
DT00000933,9025.8,0441-7008-1098-8276,W000000933,2020-01-14
DT00000934,3876.61,7853-1308-2516-5082,W000000934,2020-09-23
DT00000935,9947.38,9969-3868-3376-3245,W000000935,2019-10-18
DT00000936,8328.4,2422-2218-9176-4050,W000000936,2020-10-21
DT00000937,19188.81,5508-5247-1974-4413,W000000937,2019-08-29
DT00000938,28250.76,6988-7178-5500-9804,W000000938,2021-11-20
DT00000939,344.01,1417-2458-4058-1822,W000000939,2020-07-19
DT00000940,12972.24,6429-2594-3662-5892,W000000940,2020-03-31
DT00000941,2935.3,7557-1356-8940-7886,W000000941,2021-06-02
DT00000942,5625.87,3830-9863-3315-4467,W000000942,2019-07-03
DT00000943,33573.26,9213-6159-0648-1525,W000000943,2021-11-08
DT00000944,20087.36,5408-5425-2194-6657,W000000944,2019-08-19
DT00000945,10766.82,5191-9826-6646-9761,W000000945,2020-06-11
DT00000946,34550.16,5628-9541-3841-5547,W000000946,2021-10-30
DT00000947,3041.12,1905-1760-6586-7765,W000000947,2019-02-22
DT00000948,11270.98,7042-1741-5651-1015,W000000948,2021-06-30
DT00000949,24066.54,0693-3678-6514-1835,W000000949,2021-02-09
DT00000950,13658.78,9066-9047-1496-3864,W000000950,2019-08-31
DT00000951,12374.66,3171-7512-4559-0238,W000000951,2021-12-20
DT00000952,10132.34,2097-4145-8377-2309,W000000952,2021-10-17
DT00000953,22881.42,4545-4081-1170-5983,W000000953,2021-04-03
DT00000954,9455.87,0358-1632-2756-3570,W000000954,2019-12-27
DT00000955,14725.79,4332-9337-6341-3516,W000000955,2021-04-28
DT00000956,22320.55,2626-0626-9112-0385,W000000956,2022-03-05
DT00000957,20190.31,1964-2173-6947-3476,W000000957,2020-12-02
DT00000958,9430.18,7557-1356-8940-7886,W000000958,2020-12-29
DT00000959,19506.48,5399-3962-4676-6103,W000000959,2019-03-11
DT00000960,30277.25,5378-1416-2285-1635,W000000960,2021-01-14
DT00000961,8029.87,3541-5487-2598-8591,W000000961,2019-09-13
DT00000962,1583.89,0842-5527-1185-8910,W000000962,2021-06-17
DT00000963,32063.6,4808-0603-8019-0651,W000000963,2020-08-03
DT00000964,25898.29,0288-8327-0667-8001,W000000964,2020-09-08
DT00000965,16332.85,1405-2082-1832-9867,W000000965,2019-02-07
DT00000966,27984.96,9990-2234-7918-5511,W000000966,2019-04-03
DT00000967,3783.28,3817-1572-0760-1319,W000000967,2020-02-29
DT00000968,12637.18,0399-6427-2164-5382,W000000968,2020-11-21
DT00000969,21022.11,6472-6475-8158-2250,W000000969,2021-12-04
DT00000970,3870.19,8314-2365-4254-4756,W000000970,2021-03-31
DT00000971,24389.98,4707-4192-8463-3803,W000000971,2021-09-26
DT00000972,25928.89,7891-0298-3393-9097,W000000972,2020-07-12
DT00000973,13303.31,7044-3062-7097-5094,W000000973,2022-03-02
DT00000974,25151.5,1289-1572-1798-4236,W000000974,2019-10-26
DT00000975,8642.83,9586-1454-4894-0305,W000000975,2020-02-06
DT00000976,21605.52,9121-6560-5300-0659,W000000976,2020-10-31
DT00000977,27384.59,2103-1805-5434-4016,W000000977,2020-05-15
DT00000978,29684.16,9512-0292-5138-7435,W000000978,2020-12-25
DT00000979,20703.88,0250-4005-9736-3220,W000000979,2021-10-04
DT00000980,22562.72,1146-5849-7063-8537,W000000980,2019-09-09
DT00000981,13514.36,4663-3050-9691-5103,W000000981,2020-12-14
DT00000982,12228.15,7076-6086-7033-3678,W000000982,2020-04-16
DT00000983,259.16,6685-9970-0515-0490,W000000983,2020-02-07
DT00000984,3311.13,8631-8703-1229-0730,W000000984,2021-10-06
DT00000985,6629.35,8930-7128-4157-3389,W000000985,2020-08-11
DT00000986,9176.08,4304-9297-7536-6756,W000000986,2021-03-11
DT00000987,27452.42,7792-3335-3816-1765,W000000987,2021-08-23
DT00000988,6240.78,3908-8313-7624-0348,W000000988,2021-12-17
DT00000989,32099.34,7969-3569-5736-4675,W000000989,2020-10-12
DT00000990,25070.93,7361-7141-5442-0769,W000000990,2021-01-06
DT00000991,4231.89,4212-7937-0288-7006,W000000991,2019-07-23
DT00000992,21517.45,5170-4341-9194-8169,W000000992,2021-06-29
DT00000993,19119.43,0837-2146-8751-7100,W000000993,2020-10-15
DT00000994,10127.3,9213-6159-0648-1525,W000000994,2019-03-01
DT00000995,15324.7,3263-1565-1073-5678,W000000995,2020-10-22
DT00000996,12531.63,7916-0798-8637-3830,W000000996,2019-01-13
DT00000997,22890.16,9565-2617-5925-1288,W000000997,2021-10-30
DT00000998,555.18,9307-0950-8291-3410,W000000998,2021-05-15
DT00000999,33401.38,4995-4815-0902-5901,W000000999,2021-04-03
DT00001000,28882.58,3978-6932-9022-7387,W000001000,2021-10-28
DT00001001,11612.69,2232-6491-1466-2208,W000001001,2020-07-20
DT00001002,19963.97,1944-2263-9521-1272,W000001002,2021-01-29
DT00001003,31064.98,4084-6431-3910-5019,W000001003,2022-01-25
DT00001004,29488.32,8114-5231-8629-7752,W000001004,2020-07-25
DT00001005,11914.17,4605-2960-3448-8691,W000001005,2020-05-09
DT00001006,141.38,2948-3249-8731-1345,W000001006,2020-06-17
DT00001007,25975.26,2077-8192-0066-3857,W000001007,2019-02-03
DT00001008,3251.06,2626-0626-9112-0385,W000001008,2020-10-25
DT00001009,18275.49,2365-0385-7431-2367,W000001009,2019-12-02
DT00001010,1278.54,9361-6411-2528-8697,W000001010,2019-02-20
DT00001011,16085.65,2017-8837-0385-7645,W000001011,2019-02-22
DT00001012,26898.54,3996-4224-9175-7434,W000001012,2021-09-25
DT00001013,29485.6,5823-4216-8281-5239,W000001013,2021-09-26
DT00001014,28925.34,4731-6656-0650-5473,W000001014,2020-07-14
DT00001015,17697.73,7068-8951-2442-8102,W000001015,2020-08-03
DT00001016,9160.0,3488-1354-6886-2335,W000001016,2020-02-12
DT00001017,32760.93,7620-2819-5260-7298,W000001017,2021-03-12
DT00001018,8839.61,9630-5211-7219-0965,W000001018,2019-08-23
DT00001019,31916.96,3513-5959-7367-0977,W000001019,2021-05-31
DT00001020,10225.06,9032-7888-1715-6882,W000001020,2020-03-10
DT00001021,29461.52,7093-2676-7485-4225,W000001021,2019-06-25
DT00001022,28032.72,3862-7971-3797-2154,W000001022,2020-05-28
DT00001023,11809.6,9256-0735-3788-2149,W000001023,2019-02-07
DT00001024,33584.5,5656-8902-3781-0292,W000001024,2020-10-05
DT00001025,6412.51,6816-1102-5821-9176,W000001025,2022-02-11
DT00001026,3466.05,5335-7517-9668-0382,W000001026,2021-07-05
DT00001027,8633.66,4067-4728-3000-7462,W000001027,2020-05-30
DT00001028,4673.52,6594-3119-4638-0003,W000001028,2019-09-08
DT00001029,20174.56,1073-4332-9921-4121,W000001029,2021-10-04
DT00001030,19485.07,7390-0673-1000-2596,W000001030,2020-01-30
DT00001031,24649.67,5189-4014-6079-3775,W000001031,2020-07-11
DT00001032,617.84,5148-7664-8912-2003,W000001032,2019-03-17
DT00001033,19961.53,9512-0292-5138-7435,W000001033,2019-11-20
DT00001034,10798.09,7327-1010-0158-7069,W000001034,2019-09-12
DT00001035,2348.89,6166-1111-7806-8914,W000001035,2020-09-19
DT00001036,6280.68,5927-7939-0425-5087,W000001036,2022-03-09
DT00001037,11091.34,9327-7750-3981-1088,W000001037,2020-01-06
DT00001038,10536.69,1754-8355-0005-6630,W000001038,2020-10-09
DT00001039,34550.99,9483-7856-4419-9492,W000001039,2019-08-02
DT00001040,14957.93,7271-4436-2978-2644,W000001040,2021-05-22
DT00001041,27012.28,5167-0411-4778-2728,W000001041,2021-07-09
DT00001042,960.44,6830-0928-4649-3899,W000001042,2020-08-06
DT00001043,19892.54,4620-5492-4929-0891,W000001043,2021-03-06
DT00001044,16987.75,8174-2295-7847-9489,W000001044,2019-01-12
DT00001045,4877.15,7101-7078-7836-6933,W000001045,2020-06-15
DT00001046,18362.31,7064-6548-9747-3737,W000001046,2019-10-03
DT00001047,24733.68,7086-5227-2777-5188,W000001047,2020-12-23
DT00001048,6806.7,2127-2669-0396-8968,W000001048,2020-05-14
DT00001049,6485.96,6062-4234-5139-3468,W000001049,2021-03-18
DT00001050,6360.88,6153-5844-4609-6564,W000001050,2019-06-09
DT00001051,8951.68,1656-0893-3874-3608,W000001051,2020-09-07
DT00001052,16969.48,1816-0842-8498-6396,W000001052,2021-08-10
DT00001053,32814.49,8989-5050-4994-5833,W000001053,2020-03-01
DT00001054,16088.85,2237-1748-6925-5772,W000001054,2019-10-06
DT00001055,21458.35,3830-9863-3315-4467,W000001055,2021-07-31
DT00001056,7410.74,7044-3062-7097-5094,W000001056,2021-03-04
DT00001057,4240.72,1243-6192-4371-2244,W000001057,2021-05-19
DT00001058,17192.95,0995-2853-0771-8336,W000001058,2020-11-17
DT00001059,29787.82,5299-9811-4001-9177,W000001059,2020-03-08
DT00001060,2309.75,4513-5226-9968-8182,W000001060,2021-10-30
DT00001061,25318.28,3488-1354-6886-2335,W000001061,2019-06-29
DT00001062,5173.77,7341-1142-3596-8507,W000001062,2019-02-27
DT00001063,2453.37,7031-7514-1918-3952,W000001063,2021-03-21
DT00001064,23205.29,8181-8808-4688-9248,W000001064,2022-02-20
DT00001065,17188.19,9361-6411-2528-8697,W000001065,2021-03-02
DT00001066,17952.95,8772-9639-7059-8656,W000001066,2021-10-06
DT00001067,23306.76,7675-4498-2563-3200,W000001067,2021-12-11
DT00001068,25294.24,1761-1535-6991-7921,W000001068,2021-07-14
DT00001069,33138.7,3186-0711-2254-8665,W000001069,2019-08-06
DT00001070,1923.66,6743-4331-3333-4309,W000001070,2019-06-03
DT00001071,19222.75,7766-7078-7744-2501,W000001071,2021-01-16
DT00001072,7466.55,9934-9631-1874-6756,W000001072,2020-04-27
DT00001073,3100.49,6107-7605-1159-5373,W000001073,2021-10-28
DT00001074,31319.28,3759-6405-6334-3517,W000001074,2022-02-13
DT00001075,10389.22,2434-4965-1482-6461,W000001075,2020-06-16
DT00001076,4362.46,3680-1406-1472-9039,W000001076,2020-05-27
DT00001077,34336.04,7329-5813-2708-1026,W000001077,2019-05-25
DT00001078,13384.8,9718-7080-3090-7917,W000001078,2020-09-20
DT00001079,24812.86,6988-7178-5500-9804,W000001079,2019-07-08
DT00001080,33844.53,1495-6591-9842-9295,W000001080,2021-08-31
DT00001081,28047.96,3956-1387-8823-3479,W000001081,2021-04-26
DT00001082,10306.89,0570-4644-8773-8596,W000001082,2021-06-10
DT00001083,5894.15,2612-1932-3603-1543,W000001083,2019-06-13
DT00001084,30005.51,7805-7345-1989-3773,W000001084,2020-05-18
DT00001085,22053.79,9061-9140-0294-9040,W000001085,2021-07-05
DT00001086,10626.38,8952-3339-2316-1439,W000001086,2021-08-19
DT00001087,29746.82,6154-9784-1610-0709,W000001087,2021-11-25
DT00001088,16554.35,7697-0071-2265-8532,W000001088,2019-12-11
DT00001089,9506.15,0773-6159-1307-9141,W000001089,2020-11-19
DT00001090,5992.51,6046-3044-5424-9472,W000001090,2021-07-15
DT00001091,3336.83,7074-7180-7651-2593,W000001091,2019-02-26
DT00001092,32052.66,5806-6552-4500-5344,W000001092,2021-07-06
DT00001093,22441.05,9114-5010-4070-6320,W000001093,2019-01-27
DT00001094,17611.66,0382-4358-4685-8857,W000001094,2021-02-27
DT00001095,18032.16,7111-7520-7837-1957,W000001095,2020-09-07
DT00001096,20393.39,0416-7574-2362-5951,W000001096,2019-03-27
DT00001097,19321.96,7363-6557-1548-7378,W000001097,2021-12-20
DT00001098,5331.68,1782-3864-6863-1184,W000001098,2020-12-15
DT00001099,29563.99,6510-6946-5112-7362,W000001099,2020-10-10
DT00001100,9873.14,4540-4622-1687-3939,W000001100,2021-01-14
DT00001101,2972.34,5971-7794-2204-4833,W000001101,2020-12-28
DT00001102,9273.98,3811-0985-4254-2422,W000001102,2020-07-01
DT00001103,16700.04,3333-4388-2483-8606,W000001103,2020-06-01
DT00001104,25477.59,3703-6751-4443-0757,W000001104,2020-08-27
DT00001105,8695.5,3873-8852-3562-4435,W000001105,2021-07-27
DT00001106,23256.27,6804-3086-0759-4581,W000001106,2020-06-15
DT00001107,26446.37,0923-2570-2673-7983,W000001107,2019-01-03
DT00001108,17293.91,5299-9811-4001-9177,W000001108,2020-10-19
DT00001109,6586.57,3270-5859-8722-1924,W000001109,2021-02-26
DT00001110,25347.47,3149-0216-4096-5752,W000001110,2019-04-28
DT00001111,9647.37,0050-3817-5597-7082,W000001111,2019-02-21
DT00001112,6819.02,8761-9474-9144-3682,W000001112,2020-01-25
DT00001113,24351.31,6134-2974-8280-2250,W000001113,2020-12-29
DT00001114,31838.45,5485-8275-1744-8294,W000001114,2020-12-05
DT00001115,33191.71,4833-0294-2697-8737,W000001115,2019-09-08
DT00001116,15199.7,0416-7574-2362-5951,W000001116,2022-01-21
DT00001117,32752.43,1664-2796-0727-6245,W000001117,2021-07-14
DT00001118,10857.79,3996-4224-9175-7434,W000001118,2019-02-27
DT00001119,6133.3,6711-4462-6658-8283,W000001119,2020-03-14
DT00001120,20220.8,3766-6954-6857-0757,W000001120,2021-02-06
DT00001121,1283.46,0923-2570-2673-7983,W000001121,2019-09-10
DT00001122,28482.13,4678-4062-3849-1518,W000001122,2021-09-22
DT00001123,2348.91,0678-5444-5680-4301,W000001123,2020-02-20
DT00001124,22289.22,7242-2749-4787-1208,W000001124,2020-09-19
DT00001125,16699.06,3036-8690-0357-3269,W000001125,2021-02-11
DT00001126,25231.38,5725-4419-0876-3257,W000001126,2021-10-12
DT00001127,21043.0,2872-0875-6321-7822,W000001127,2021-10-01
DT00001128,4787.67,8178-0382-1245-5948,W000001128,2019-08-20
DT00001129,4584.81,7074-7180-7651-2593,W000001129,2021-01-26
DT00001130,25780.2,2051-6113-5417-6350,W000001130,2021-01-19
DT00001131,28197.37,1743-7571-3249-9977,W000001131,2020-01-10
DT00001132,27823.89,6966-9634-7325-6979,W000001132,2021-07-16
DT00001133,14529.35,8712-9749-2203-3832,W000001133,2021-06-21
DT00001134,20560.1,3655-5921-1812-9738,W000001134,2021-01-28
DT00001135,15393.95,7521-4389-4943-9286,W000001135,2020-12-08
DT00001136,22845.93,0164-4948-9694-1852,W000001136,2020-04-07
DT00001137,19976.91,8178-0382-1245-5948,W000001137,2021-03-26
DT00001138,13852.4,3866-7395-2934-6551,W000001138,2019-10-01
DT00001139,3956.14,2185-6712-2220-4720,W000001139,2021-04-05
DT00001140,17747.55,9627-4024-9275-9133,W000001140,2021-08-21
DT00001141,5089.92,9930-0473-6980-6187,W000001141,2022-01-21
DT00001142,27538.41,8033-5751-6348-1189,W000001142,2020-02-02
DT00001143,17227.36,7232-3047-0403-7130,W000001143,2022-03-01
DT00001144,31679.25,7138-8550-3182-4397,W000001144,2021-07-25
DT00001145,9058.58,6609-4263-2569-5354,W000001145,2021-08-01
DT00001146,11549.75,5399-3962-4676-6103,W000001146,2019-01-13
DT00001147,4172.65,8664-7318-7840-0289,W000001147,2019-04-13
DT00001148,4176.99,0939-5621-4685-5607,W000001148,2022-02-21
DT00001149,34719.82,1743-7571-3249-9977,W000001149,2020-10-14
DT00001150,741.76,2706-6424-3925-9910,W000001150,2019-03-12
DT00001151,4889.97,8976-5606-5317-4984,W000001151,2020-05-11
DT00001152,1042.2,8693-8902-4259-1901,W000001152,2019-01-06
DT00001153,16026.97,1623-2914-7912-8432,W000001153,2022-03-10
DT00001154,12529.17,3323-7043-1589-9590,W000001154,2022-01-01
DT00001155,16120.32,4253-9281-1737-2114,W000001155,2021-11-10
DT00001156,29698.24,5056-0426-2682-4902,W000001156,2020-10-02
DT00001157,18823.73,7815-9787-8545-3976,W000001157,2019-07-05
DT00001158,196.17,0118-9099-4416-1699,W000001158,2020-10-08
DT00001159,14771.97,0294-0327-9175-5885,W000001159,2019-06-29
DT00001160,12853.33,6711-6508-8014-1501,W000001160,2019-04-21
DT00001161,6990.13,6010-8302-2631-8805,W000001161,2021-05-30
DT00001162,9211.39,4517-2474-3887-3566,W000001162,2021-11-08
DT00001163,25952.31,3452-1285-1492-8656,W000001163,2019-11-30
DT00001164,15319.74,9691-0200-2256-1758,W000001164,2021-09-02
DT00001165,18061.85,9413-3983-1908-0878,W000001165,2019-12-28
DT00001166,7429.9,5710-4567-8085-2697,W000001166,2022-02-22
DT00001167,4899.16,9361-6411-2528-8697,W000001167,2020-08-14
DT00001168,15434.5,7008-6522-6896-3975,W000001168,2021-12-29
DT00001169,17319.03,9611-3332-4469-9181,W000001169,2019-01-03
DT00001170,23936.39,2376-0701-3300-8868,W000001170,2021-03-27
DT00001171,20487.0,7134-6853-4733-2828,W000001171,2020-09-08
DT00001172,12094.22,2089-0870-4624-5241,W000001172,2021-09-05
DT00001173,5746.2,4311-8464-2397-9125,W000001173,2019-01-07
DT00001174,19543.8,0792-0542-9426-4569,W000001174,2021-01-04
DT00001175,28951.89,0977-3327-0945-6703,W000001175,2019-11-02
DT00001176,14767.96,8579-7333-1297-9546,W000001176,2019-09-10
DT00001177,3532.13,2732-6377-2815-2727,W000001177,2020-09-17
DT00001178,33755.51,4347-8515-9060-0813,W000001178,2021-11-12
DT00001179,30134.73,9034-4481-1689-3832,W000001179,2021-07-20
DT00001180,33691.87,6943-8463-6851-5709,W000001180,2021-03-15
DT00001181,11805.79,5671-8472-8921-3615,W000001181,2019-06-16
DT00001182,29312.48,2725-9388-3168-2625,W000001182,2019-10-18
DT00001183,13947.87,1384-5967-0445-7612,W000001183,2020-01-26
DT00001184,27565.06,1095-3759-5657-0819,W000001184,2020-06-10
DT00001185,18444.86,8048-4760-9693-4201,W000001185,2020-11-09
DT00001186,21508.79,9317-7142-9275-3218,W000001186,2019-07-19
DT00001187,5586.54,1571-6101-1621-9830,W000001187,2022-02-11
DT00001188,17351.41,2577-2911-6078-0452,W000001188,2021-10-29
DT00001189,6402.8,9417-9445-8718-0116,W000001189,2021-08-31
DT00001190,31630.68,4477-6786-2016-6670,W000001190,2020-11-02
DT00001191,20122.37,2649-8819-0794-6558,W000001191,2021-01-22
DT00001192,26131.01,5637-1786-6322-0358,W000001192,2019-05-10
DT00001193,6822.4,5059-5005-7331-1362,W000001193,2021-11-17
DT00001194,10222.75,6748-5739-9115-4046,W000001194,2021-10-11
