Top_up_BankNum_ID,Amount,Bank_Num,Wallet_ID,Top_Up_Date
BT00000930,22746.5,038-498779-7,W000000930,2020-05-30
BT00000931,4446.6,371-160119-9,W000000931,2022-02-24
BT00000932,1431.6,122-240022-3,W000000932,2021-03-05
BT00000933,32529.18,531-942910-2,W000000933,2020-01-14
BT00000934,13573.16,483-722653-3,W000000934,2020-09-23
BT00000935,10246.95,155-145244-8,W000000935,2019-10-18
BT00000936,4572.0,681-665815-8,W000000936,2020-10-21
BT00000937,21462.12,834-824876-8,W000000937,2019-08-29
BT00000938,26572.83,745-321615-1,W000000938,2021-11-20
BT00000939,18187.47,500-054553-6,W000000939,2020-07-19
BT00000940,29116.85,625-652371-4,W000000940,2020-03-31
BT00000941,26273.92,379-990989-8,W000000941,2021-06-02
BT00000942,22686.45,203-415929-4,W000000942,2019-07-03
BT00000943,30603.63,648-273684-7,W000000943,2021-11-08
BT00000944,22754.8,087-128418-3,W000000944,2019-08-19
BT00000945,7788.03,652-574166-8,W000000945,2020-06-11
BT00000946,14248.63,674-487541-9,W000000946,2021-10-30
BT00000947,1759.77,182-037038-1,W000000947,2019-02-22
BT00000948,23301.35,069-914971-2,W000000948,2021-06-30
BT00000949,7181.06,880-109954-6,W000000949,2021-02-09
BT00000950,25594.53,397-838510-7,W000000950,2019-08-31
BT00000951,10781.51,750-527420-8,W000000951,2021-12-20
BT00000952,11440.5,200-292532-2,W000000952,2021-10-17
BT00000953,34704.26,154-614151-1,W000000953,2021-04-03
BT00000954,5934.1,476-097547-9,W000000954,2019-12-27
BT00000955,14692.94,272-722974-4,W000000955,2021-04-28
BT00000956,8331.96,149-225294-4,W000000956,2022-03-05
BT00000957,24197.78,478-001414-1,W000000957,2020-12-02
BT00000958,12353.55,583-534588-3,W000000958,2020-12-29
BT00000959,7992.86,113-533515-6,W000000959,2019-03-11
BT00000960,33025.89,466-413105-3,W000000960,2021-01-14
BT00000961,11800.75,743-189606-9,W000000961,2019-09-13
BT00000962,18117.0,836-591770-1,W000000962,2021-06-17
BT00000963,33343.47,486-935829-9,W000000963,2020-08-03
BT00000964,15014.33,569-955886-9,W000000964,2020-09-08
BT00000965,33191.58,912-299357-4,W000000965,2019-02-07
BT00000966,29042.86,581-098256-3,W000000966,2019-04-03
BT00000967,5787.21,455-425505-8,W000000967,2020-02-29
BT00000968,3695.15,128-056313-5,W000000968,2020-11-21
BT00000969,4364.08,511-385094-0,W000000969,2021-12-04
BT00000970,34643.12,769-140041-2,W000000970,2021-03-31
BT00000971,33552.74,897-199642-6,W000000971,2021-09-26
BT00000972,11214.43,637-978309-2,W000000972,2020-07-12
BT00000973,16977.48,435-541320-8,W000000973,2022-03-02
BT00000974,29973.16,503-003424-9,W000000974,2019-10-26
BT00000975,25196.31,575-655115-9,W000000975,2020-02-06
BT00000976,29135.85,367-470835-1,W000000976,2020-10-31
BT00000977,18190.93,162-974083-0,W000000977,2020-05-15
BT00000978,4801.34,314-030284-8,W000000978,2020-12-25
BT00000979,3382.86,849-768878-6,W000000979,2021-10-04
BT00000980,10807.95,037-218123-0,W000000980,2019-09-09
BT00000981,12623.84,541-075220-8,W000000981,2020-12-14
BT00000982,6198.62,094-491731-5,W000000982,2020-04-16
BT00000983,11547.52,337-099224-5,W000000983,2020-02-07
BT00000984,12596.4,289-308127-7,W000000984,2021-10-06
BT00000985,9820.33,221-956046-6,W000000985,2020-08-11
BT00000986,24058.49,204-241283-8,W000000986,2021-03-11
BT00000987,18850.75,570-962918-9,W000000987,2021-08-23
BT00000988,15777.46,667-424038-7,W000000988,2021-12-17
BT00000989,29988.59,564-352780-9,W000000989,2020-10-12
BT00000990,31459.83,838-138496-2,W000000990,2021-01-06
BT00000991,13687.75,032-957705-1,W000000991,2019-07-23
BT00000992,4553.82,689-723242-7,W000000992,2021-06-29
BT00000993,7310.12,213-221994-3,W000000993,2020-10-15
BT00000994,13852.44,608-982920-2,W000000994,2019-03-01
BT00000995,18957.77,994-649995-7,W000000995,2020-10-22
BT00000996,32683.08,704-378678-6,W000000996,2019-01-13
BT00000997,20565.01,664-103538-9,W000000997,2021-10-30
BT00000998,17401.08,927-118143-6,W000000998,2021-05-15
BT00000999,30993.39,443-929841-3,W000000999,2021-04-03
BT00001000,2147.41,083-065282-9,W000001000,2021-10-28
BT00001001,10072.82,818-243856-5,W000001001,2020-07-20
BT00001002,34870.56,396-406923-1,W000001002,2021-01-29
BT00001003,1899.83,079-910179-2,W000001003,2022-01-25
BT00001004,27173.97,901-895122-4,W000001004,2020-07-25
BT00001005,12963.89,605-715882-1,W000001005,2020-05-09
BT00001006,6271.09,597-943427-9,W000001006,2020-06-17
BT00001007,7908.53,943-659602-2,W000001007,2019-02-03
BT00001008,30298.48,182-833450-0,W000001008,2020-10-25
BT00001009,33533.21,544-756732-3,W000001009,2019-12-02
BT00001010,3113.86,795-228775-8,W000001010,2019-02-20
BT00001011,15970.75,993-598176-3,W000001011,2019-02-22
BT00001012,7561.42,283-200108-2,W000001012,2021-09-25
BT00001013,21518.57,475-837162-4,W000001013,2021-09-26
BT00001014,29585.95,393-997226-7,W000001014,2020-07-14
BT00001015,2764.94,093-585419-8,W000001015,2020-08-03
BT00001016,19200.85,633-878493-1,W000001016,2020-02-12
BT00001017,11049.9,760-213858-2,W000001017,2021-03-12
BT00001018,34542.89,256-485741-4,W000001018,2019-08-23
BT00001019,17807.21,014-497888-2,W000001019,2021-05-31
BT00001020,31131.03,526-479160-6,W000001020,2020-03-10
BT00001021,5703.87,492-016633-0,W000001021,2019-06-25
BT00001022,10279.14,527-781447-9,W000001022,2020-05-28
BT00001023,10801.45,507-414110-7,W000001023,2019-02-07
BT00001024,33034.57,834-824876-8,W000001024,2020-10-05
BT00001025,19105.89,087-453421-6,W000001025,2022-02-11
BT00001026,5082.07,685-355687-9,W000001026,2021-07-05
BT00001027,13711.09,704-545295-2,W000001027,2020-05-30
BT00001028,1748.89,030-032445-4,W000001028,2019-09-08
BT00001029,13449.46,494-255204-8,W000001029,2021-10-04
BT00001030,7158.97,119-685451-5,W000001030,2020-01-30
BT00001031,26175.82,178-300260-1,W000001031,2020-07-11
BT00001032,20612.29,052-721601-1,W000001032,2019-03-17
BT00001033,31245.97,123-750004-4,W000001033,2019-11-20
BT00001034,30855.04,185-366117-5,W000001034,2019-09-12
BT00001035,29979.64,583-880483-5,W000001035,2020-09-19
BT00001036,34282.19,600-441324-8,W000001036,2022-03-09
BT00001037,32723.51,973-264264-3,W000001037,2020-01-06
BT00001038,31862.83,188-368579-6,W000001038,2020-10-09
BT00001039,25844.42,674-779531-3,W000001039,2019-08-02
BT00001040,26638.83,927-216123-4,W000001040,2021-05-22
BT00001041,19768.55,989-817176-1,W000001041,2021-07-09
BT00001042,15903.55,693-433260-2,W000001042,2020-08-06
BT00001043,20760.23,258-092574-0,W000001043,2021-03-06
BT00001044,34563.55,860-262299-4,W000001044,2019-01-12
BT00001045,28475.11,486-305022-1,W000001045,2020-06-15
BT00001046,15853.28,288-436978-3,W000001046,2019-10-03
BT00001047,14234.11,123-718629-2,W000001047,2020-12-23
BT00001048,17991.69,680-396231-4,W000001048,2020-05-14
BT00001049,26980.58,294-348305-2,W000001049,2021-03-18
BT00001050,26973.71,910-012889-6,W000001050,2019-06-09
BT00001051,1066.69,468-127901-2,W000001051,2020-09-07
BT00001052,30678.05,281-743778-3,W000001052,2021-08-10
BT00001053,1459.25,752-005729-4,W000001053,2020-03-01
BT00001054,14143.69,433-225949-9,W000001054,2019-10-06
BT00001055,29399.01,000-900406-0,W000001055,2021-07-31
BT00001056,1340.87,596-721612-5,W000001056,2021-03-04
BT00001057,19737.69,351-076596-9,W000001057,2021-05-19
BT00001058,21067.29,021-840074-6,W000001058,2020-11-17
BT00001059,729.13,219-284849-5,W000001059,2020-03-08
BT00001060,10777.78,650-260327-3,W000001060,2021-10-30
BT00001061,23438.13,476-443380-9,W000001061,2019-06-29
BT00001062,6563.65,139-851176-5,W000001062,2019-02-27
BT00001063,18749.37,946-689399-9,W000001063,2021-03-21
BT00001064,17724.47,600-002146-2,W000001064,2022-02-20
BT00001065,28784.9,144-252759-5,W000001065,2021-03-02
BT00001066,12960.88,787-132377-2,W000001066,2021-10-06
BT00001067,12251.89,307-958447-9,W000001067,2021-12-11
BT00001068,4994.45,384-144996-1,W000001068,2021-07-14
BT00001069,34031.17,565-919240-2,W000001069,2019-08-06
BT00001070,2334.79,062-335714-0,W000001070,2019-06-03
BT00001071,23055.74,284-747694-5,W000001071,2021-01-16
BT00001072,27729.25,654-925752-1,W000001072,2020-04-27
BT00001073,31355.13,493-633037-3,W000001073,2021-10-28
BT00001074,6017.86,991-224547-9,W000001074,2022-02-13
BT00001075,27635.51,937-629314-0,W000001075,2020-06-16
BT00001076,16374.33,389-786956-3,W000001076,2020-05-27
BT00001077,14780.16,767-306664-5,W000001077,2019-05-25
BT00001078,3815.87,768-539961-7,W000001078,2020-09-20
BT00001079,14836.06,276-971492-4,W000001079,2019-07-08
BT00001080,4493.04,558-211782-2,W000001080,2021-08-31
BT00001081,17884.09,407-988654-0,W000001081,2021-04-26
BT00001082,4785.46,110-676055-2,W000001082,2021-06-10
BT00001083,10104.58,869-673999-9,W000001083,2019-06-13
BT00001084,1633.39,419-462644-2,W000001084,2020-05-18
BT00001085,6361.72,852-703911-6,W000001085,2021-07-05
BT00001086,13149.29,044-091328-4,W000001086,2021-08-19
BT00001087,33377.19,131-545327-5,W000001087,2021-11-25
BT00001088,17538.15,180-366983-5,W000001088,2019-12-11
BT00001089,8298.56,598-222640-8,W000001089,2020-11-19
BT00001090,20951.23,486-910902-4,W000001090,2021-07-15
BT00001091,18892.5,362-681305-0,W000001091,2019-02-26
BT00001092,4366.41,846-108247-0,W000001092,2021-07-06
BT00001093,21853.89,509-675240-9,W000001093,2019-01-27
BT00001094,25564.67,006-485436-1,W000001094,2021-02-27
BT00001095,23870.28,429-706380-7,W000001095,2020-09-07
BT00001096,15917.15,977-365810-0,W000001096,2019-03-27
BT00001097,619.35,759-701680-9,W000001097,2021-12-20
BT00001098,14294.81,091-149986-6,W000001098,2020-12-15
BT00001099,22504.06,278-792656-3,W000001099,2020-10-10
BT00001100,29969.05,419-224651-3,W000001100,2021-01-14
BT00001101,25554.21,212-179420-0,W000001101,2020-12-28
BT00001102,12520.54,719-235776-2,W000001102,2020-07-01
BT00001103,307.38,217-763484-2,W000001103,2020-06-01
BT00001104,32557.36,421-672852-1,W000001104,2020-08-27
BT00001105,26875.19,872-124416-9,W000001105,2021-07-27
BT00001106,15393.54,650-260327-3,W000001106,2020-06-15
BT00001107,8919.64,059-876375-7,W000001107,2019-01-03
BT00001108,6316.68,897-913161-7,W000001108,2020-10-19
BT00001109,28829.93,475-752286-2,W000001109,2021-02-26
BT00001110,2002.95,105-733484-4,W000001110,2019-04-28
BT00001111,24899.26,993-862696-9,W000001111,2019-02-21
BT00001112,1681.94,148-481270-9,W000001112,2020-01-25
BT00001113,31576.26,120-893450-8,W000001113,2020-12-29
BT00001114,7154.38,221-274810-4,W000001114,2020-12-05
BT00001115,17831.25,799-694108-8,W000001115,2019-09-08
BT00001116,26512.14,217-847745-9,W000001116,2022-01-21
BT00001117,21417.08,163-970523-7,W000001117,2021-07-14
BT00001118,10072.82,062-750540-9,W000001118,2019-02-27
BT00001119,29545.8,995-429672-7,W000001119,2020-03-14
BT00001120,19609.33,768-146698-7,W000001120,2021-02-06
BT00001121,28991.97,611-905545-4,W000001121,2019-09-10
BT00001122,26041.69,925-413837-0,W000001122,2021-09-22
BT00001123,16865.62,188-368579-6,W000001123,2020-02-20
BT00001124,18427.56,969-231158-6,W000001124,2020-09-19
BT00001125,22225.66,284-118328-7,W000001125,2021-02-11
BT00001126,32689.95,137-919203-7,W000001126,2021-10-12
BT00001127,14876.51,927-216123-4,W000001127,2021-10-01
BT00001128,23349.34,113-533515-6,W000001128,2019-08-20
BT00001129,9226.51,985-996487-2,W000001129,2021-01-26
BT00001130,23517.72,337-553558-1,W000001130,2021-01-19
BT00001131,12198.7,965-252966-2,W000001131,2020-01-10
BT00001132,16185.53,894-690413-2,W000001132,2021-07-16
BT00001133,34560.94,111-692634-6,W000001133,2021-06-21
BT00001134,30204.25,093-347483-0,W000001134,2021-01-28
BT00001135,19098.48,704-723258-0,W000001135,2020-12-08
BT00001136,18561.25,977-365810-0,W000001136,2020-04-07
BT00001137,3714.45,002-579715-8,W000001137,2021-03-26
BT00001138,1137.27,449-191134-6,W000001138,2019-10-01
BT00001139,2542.41,897-199642-6,W000001139,2021-04-05
BT00001140,14054.39,396-845286-8,W000001140,2021-08-21
BT00001141,10541.56,724-331034-9,W000001141,2022-01-21
BT00001142,27126.79,530-179366-7,W000001142,2020-02-02
BT00001143,15268.39,843-906636-2,W000001143,2022-03-01
BT00001144,32869.3,874-856431-3,W000001144,2021-07-25
BT00001145,25475.52,820-726550-4,W000001145,2021-08-01
BT00001146,19676.6,237-341647-9,W000001146,2019-01-13
BT00001147,24257.13,620-521970-6,W000001147,2019-04-13
BT00001148,14417.86,546-466735-9,W000001148,2022-02-21
BT00001149,9431.51,846-622095-7,W000001149,2020-10-14
BT00001150,34152.73,652-808077-4,W000001150,2019-03-12
BT00001151,7777.79,844-591250-9,W000001151,2020-05-11
BT00001152,10630.83,562-361519-1,W000001152,2019-01-06
BT00001153,32646.63,756-046038-0,W000001153,2022-03-10
BT00001154,14606.3,099-772300-8,W000001154,2022-01-01
BT00001155,29098.84,210-986214-9,W000001155,2021-11-10
BT00001156,30286.42,518-858147-8,W000001156,2020-10-02
BT00001157,8255.82,894-690413-2,W000001157,2019-07-05
BT00001158,25606.98,226-635066-1,W000001158,2020-10-08
BT00001159,30034.69,427-083837-7,W000001159,2019-06-29
BT00001160,31048.03,314-030284-8,W000001160,2019-04-21
BT00001161,21348.72,065-532206-1,W000001161,2021-05-30
BT00001162,13715.09,899-674331-5,W000001162,2021-11-08
BT00001163,8209.97,398-802666-9,W000001163,2019-11-30
BT00001164,15939.83,499-778575-0,W000001164,2021-09-02
BT00001165,24314.74,041-776145-0,W000001165,2019-12-28
BT00001166,8326.0,276-910385-5,W000001166,2022-02-22
BT00001167,28069.48,655-228205-8,W000001167,2020-08-14
BT00001168,20096.73,571-393315-7,W000001168,2021-12-29
BT00001169,3901.55,476-097547-9,W000001169,2019-01-03
BT00001170,24466.21,162-846819-5,W000001170,2021-03-27
BT00001171,11736.42,471-920464-7,W000001171,2020-09-08
BT00001172,18359.65,309-259344-4,W000001172,2021-09-05
BT00001173,31908.8,509-675240-9,W000001173,2019-01-07
BT00001174,26036.11,784-520131-5,W000001174,2021-01-04
BT00001175,1386.12,557-260075-5,W000001175,2019-11-02
BT00001176,5970.43,708-110140-3,W000001176,2019-09-10
BT00001177,4585.06,276-242706-0,W000001177,2020-09-17
BT00001178,13437.8,381-591285-9,W000001178,2021-11-12
BT00001179,17864.72,214-599558-6,W000001179,2021-07-20
BT00001180,9227.52,148-045647-3,W000001180,2021-03-15
BT00001181,23032.89,776-167571-3,W000001181,2019-06-16
BT00001182,22058.02,804-356221-8,W000001182,2019-10-18
BT00001183,26991.76,551-735702-4,W000001183,2020-01-26
BT00001184,21101.41,307-815133-6,W000001184,2020-06-10
BT00001185,17915.74,967-739504-2,W000001185,2020-11-09
BT00001186,5959.98,076-740598-1,W000001186,2019-07-19
BT00001187,1816.0,509-123061-3,W000001187,2022-02-11
BT00001188,9231.78,439-941696-5,W000001188,2021-10-29
BT00001189,10395.55,683-953573-2,W000001189,2021-08-31
BT00001190,19593.96,965-792881-9,W000001190,2020-11-02
BT00001191,10562.02,240-789393-0,W000001191,2021-01-22
BT00001192,34594.61,276-979976-3,W000001192,2019-05-10
BT00001193,5844.93,313-335906-7,W000001193,2021-11-17
BT00001194,13621.76,042-959092-1,W000001194,2021-10-11
BT00001195,21407.39,324-281001-7,W000001195,2021-05-10
BT00001196,17466.79,086-768528-2,W000001196,2020-12-07
BT00001197,21816.99,258-092574-0,W000001197,2019-01-04
BT00001198,26864.17,419-077021-4,W000001198,2019-11-13
BT00001199,3149.11,806-288969-1,W000001199,2021-06-11
BT00001200,24328.33,221-274810-4,W000001200,2021-01-18
BT00001201,27288.2,145-674066-2,W000001201,2020-04-30
BT00001202,4384.37,839-423833-3,W000001202,2020-01-11
BT00001203,13958.16,278-955783-2,W000001203,2019-06-13
BT00001204,131.0,189-929291-8,W000001204,2021-04-22
BT00001205,25693.19,043-410372-4,W000001205,2019-09-12
BT00001206,27273.91,258-673392-0,W000001206,2020-10-03
BT00001207,8634.49,516-378605-2,W000001207,2021-09-02
BT00001208,2363.59,119-721042-7,W000001208,2021-04-06
BT00001209,32881.77,654-263302-2,W000001209,2020-05-28
BT00001210,26139.12,192-868013-8,W000001210,2020-10-14
BT00001211,32282.46,947-820591-0,W000001211,2021-08-11
BT00001212,8231.35,569-409261-0,W000001212,2019-09-07
BT00001213,26715.76,145-674066-2,W000001213,2021-11-27
BT00001214,27771.62,113-533515-6,W000001214,2019-05-18
BT00001215,27479.54,711-196735-0,W000001215,2019-03-13
BT00001216,20737.79,913-026264-5,W000001216,2021-08-21
BT00001217,11659.45,266-360422-8,W000001217,2019-04-14
BT00001218,25874.28,444-100168-3,W000001218,2020-11-01
BT00001219,6079.59,795-503935-7,W000001219,2019-06-18
BT00001220,14229.18,451-438057-6,W000001220,2020-06-05
BT00001221,32887.43,717-010413-9,W000001221,2019-08-28
BT00001222,34130.2,260-831971-4,W000001222,2019-10-26
BT00001223,11322.2,084-031744-9,W000001223,2020-10-27
BT00001224,10541.72,877-272122-2,W000001224,2020-03-04
BT00001225,11857.65,093-585419-8,W000001225,2021-12-24
BT00001226,808.13,055-307835-4,W000001226,2021-07-26
BT00001227,33886.55,954-809082-7,W000001227,2020-04-25
BT00001228,33983.35,231-350956-7,W000001228,2021-10-25
BT00001229,239.5,895-818019-9,W000001229,2019-09-29
BT00001230,4225.82,463-847396-8,W000001230,2020-10-11
BT00001231,17583.77,316-728683-1,W000001231,2019-12-21
BT00001232,33005.48,523-078643-9,W000001232,2019-01-11
BT00001233,7110.44,155-145244-8,W000001233,2019-04-17
BT00001234,8830.62,558-211782-2,W000001234,2020-03-30
BT00001235,30093.16,434-486652-4,W000001235,2020-08-03
BT00001236,28826.18,706-712511-8,W000001236,2019-12-15
BT00001237,34217.49,865-391560-4,W000001237,2020-04-01
BT00001238,30394.63,749-921172-4,W000001238,2020-03-20
BT00001239,15400.66,900-512773-1,W000001239,2021-05-23
BT00001240,3086.79,103-613296-7,W000001240,2020-12-31
BT00001241,29117.16,619-141617-5,W000001241,2020-01-06
BT00001242,15652.33,446-081128-8,W000001242,2020-08-18
BT00001243,4755.11,148-071058-4,W000001243,2021-03-21
BT00001244,22492.56,366-948144-2,W000001244,2019-11-01
BT00001245,26840.02,527-781447-9,W000001245,2019-07-21
BT00001246,21473.13,389-668181-4,W000001246,2021-01-02
BT00001247,31431.54,125-049214-7,W000001247,2020-07-06
BT00001248,20006.23,006-430079-5,W000001248,2020-08-24
BT00001249,26870.18,756-046038-0,W000001249,2021-10-19
BT00001250,8756.18,954-773236-8,W000001250,2020-05-27
BT00001251,33196.36,166-338897-1,W000001251,2019-09-13
BT00001252,32194.21,720-360081-3,W000001252,2021-06-27
BT00001253,10619.87,645-348948-1,W000001253,2021-06-24
BT00001254,25626.04,871-536370-1,W000001254,2019-05-24
BT00001255,29024.67,916-493655-4,W000001255,2020-10-13
BT00001256,32303.26,639-219130-4,W000001256,2019-10-15
BT00001257,22186.33,439-428145-5,W000001257,2021-08-06
BT00001258,21994.35,439-941696-5,W000001258,2020-06-13
BT00001259,4756.6,037-218123-0,W000001259,2019-07-18
BT00001260,14663.59,876-285926-3,W000001260,2019-08-16
BT00001261,11395.4,512-128091-4,W000001261,2021-04-13
BT00001262,29290.71,985-996487-2,W000001262,2020-08-18
BT00001263,16781.02,129-848544-4,W000001263,2019-11-04
BT00001264,5744.74,566-211489-2,W000001264,2021-04-21
BT00001265,1597.63,920-013313-3,W000001265,2019-01-26
BT00001266,16476.8,294-016576-8,W000001266,2019-06-10
BT00001267,11597.23,930-360849-5,W000001267,2019-11-25
BT00001268,7438.52,250-862269-3,W000001268,2020-12-03
BT00001269,21632.05,214-815005-0,W000001269,2019-08-17
BT00001270,2928.37,229-478681-4,W000001270,2021-12-14
BT00001271,2022.98,122-240022-3,W000001271,2021-04-09
BT00001272,176.68,331-095318-5,W000001272,2021-05-01
BT00001273,16874.27,453-218055-4,W000001273,2019-03-21
BT00001274,11414.69,032-851596-1,W000001274,2020-11-29
BT00001275,4197.73,737-225332-9,W000001275,2020-08-27
BT00001276,29017.24,229-781570-1,W000001276,2021-09-05
BT00001277,1650.86,504-708993-4,W000001277,2021-12-19
BT00001278,24817.22,331-425311-9,W000001278,2020-07-10
BT00001279,28354.54,831-595606-1,W000001279,2020-06-20
BT00001280,16742.07,526-745544-2,W000001280,2019-03-29
BT00001281,32588.95,730-208803-0,W000001281,2020-02-20
BT00001282,4546.24,062-335714-0,W000001282,2020-10-06
BT00001283,34504.37,727-728982-6,W000001283,2021-09-02
BT00001284,9847.24,360-329464-8,W000001284,2021-04-16
BT00001285,3806.4,081-624382-8,W000001285,2019-03-07
BT00001286,10721.76,635-032947-8,W000001286,2021-03-16
BT00001287,14054.68,514-307692-8,W000001287,2020-05-19
BT00001288,19082.54,269-794647-6,W000001288,2020-02-19
BT00001289,6730.58,702-418964-3,W000001289,2019-10-09
BT00001290,10178.87,341-030322-7,W000001290,2019-09-20
BT00001291,33087.4,109-540584-2,W000001291,2019-09-26
BT00001292,9850.94,480-357149-9,W000001292,2020-09-14
BT00001293,32500.41,236-012313-1,W000001293,2020-05-12
BT00001294,28770.98,002-579715-8,W000001294,2019-01-17
BT00001295,34194.66,270-967723-8,W000001295,2020-10-23
BT00001296,15390.35,228-720364-0,W000001296,2020-11-26
BT00001297,3795.03,434-456791-0,W000001297,2021-04-18
BT00001298,13092.33,269-310455-4,W000001298,2020-06-09
BT00001299,7593.51,087-453421-6,W000001299,2020-01-12
BT00001300,17908.84,870-146618-2,W000001300,2022-03-08
BT00001301,23346.6,769-550538-6,W000001301,2021-04-22
BT00001302,25527.96,795-100319-2,W000001302,2021-01-18
BT00001303,31624.24,782-493114-0,W000001303,2021-07-19
BT00001304,34755.83,453-473017-3,W000001304,2022-02-15
BT00001305,14871.43,035-479730-5,W000001305,2021-12-28
BT00001306,868.76,181-291917-4,W000001306,2019-07-29
BT00001307,28098.88,942-814037-7,W000001307,2021-05-19
BT00001308,14159.66,434-456791-0,W000001308,2021-01-31
BT00001309,11809.23,265-544462-4,W000001309,2021-05-30
BT00001310,30688.27,669-716019-4,W000001310,2022-02-21
BT00001311,11210.76,394-659198-2,W000001311,2022-02-12
BT00001312,21479.64,701-310554-2,W000001312,2020-08-25
BT00001313,9712.12,665-914295-0,W000001313,2019-11-13
BT00001314,17179.16,439-941696-5,W000001314,2020-08-29
BT00001315,26630.46,446-081128-8,W000001315,2021-07-18
BT00001316,23994.95,613-337555-2,W000001316,2021-09-15
BT00001317,27317.14,849-764519-0,W000001317,2019-11-08
BT00001318,17056.35,706-712511-8,W000001318,2019-02-17
BT00001319,34642.67,706-712511-8,W000001319,2019-09-16
BT00001320,25764.67,880-109954-6,W000001320,2022-01-13
BT00001321,12201.04,468-934843-4,W000001321,2019-01-06
BT00001322,15487.82,165-195361-1,W000001322,2021-01-04
BT00001323,3523.87,123-750004-4,W000001323,2020-04-13
BT00001324,27952.05,322-833362-6,W000001324,2022-03-14
BT00001325,27566.92,154-936193-3,W000001325,2021-03-22
BT00001326,1767.91,766-692380-8,W000001326,2020-09-27
BT00001327,14600.39,448-508483-7,W000001327,2019-10-18
BT00001328,12847.98,478-001414-1,W000001328,2020-04-17
BT00001329,4384.65,967-054439-2,W000001329,2021-08-18
BT00001330,24302.08,329-540953-2,W000001330,2022-01-27
BT00001331,22211.22,899-674331-5,W000001331,2021-11-28
BT00001332,17775.19,136-979062-3,W000001332,2019-09-02
BT00001333,29810.58,821-492045-1,W000001333,2019-06-16
BT00001334,10335.01,544-359823-9,W000001334,2020-09-30
BT00001335,30825.86,892-463693-7,W000001335,2020-12-05
BT00001336,7465.5,569-409261-0,W000001336,2020-07-01
BT00001337,8593.93,137-956807-7,W000001337,2022-02-10
BT00001338,31665.59,301-413321-1,W000001338,2021-10-15
BT00001339,15004.68,217-847745-9,W000001339,2020-08-17
BT00001340,27403.32,416-941735-8,W000001340,2021-07-06
BT00001341,18137.67,694-846534-4,W000001341,2020-07-10
BT00001342,30186.8,764-135566-2,W000001342,2020-04-07
BT00001343,16002.63,396-406923-1,W000001343,2019-08-14
BT00001344,25011.57,907-298197-2,W000001344,2020-07-26
BT00001345,30137.96,481-200297-9,W000001345,2021-05-11
BT00001346,8359.28,705-052685-8,W000001346,2021-10-08
BT00001347,28057.16,331-459572-2,W000001347,2020-12-30
BT00001348,15089.2,039-061939-9,W000001348,2019-12-09
BT00001349,3799.97,493-633037-3,W000001349,2020-01-04
BT00001350,1952.74,445-885637-8,W000001350,2020-08-19
BT00001351,33574.0,901-895122-4,W000001351,2019-03-07
BT00001352,13065.52,276-910385-5,W000001352,2019-06-04
BT00001353,34715.87,325-438960-4,W000001353,2021-01-26
BT00001354,1258.18,504-708993-4,W000001354,2019-07-20
BT00001355,33385.28,190-917109-3,W000001355,2019-01-22
BT00001356,22751.74,169-455109-5,W000001356,2021-04-04
BT00001357,18123.2,815-702947-8,W000001357,2020-07-20
BT00001358,20974.7,443-642568-3,W000001358,2019-01-20
BT00001359,15187.65,126-869249-3,W000001359,2021-12-18
BT00001360,31858.11,708-695824-0,W000001360,2019-08-07
BT00001361,6078.59,874-777443-6,W000001361,2020-02-27
BT00001362,3071.3,909-105271-4,W000001362,2021-12-15
BT00001363,17163.86,163-508465-0,W000001363,2020-02-07
BT00001364,2208.47,715-990777-3,W000001364,2022-01-02
BT00001365,14099.07,992-857191-4,W000001365,2019-06-14
BT00001366,17287.83,091-149986-6,W000001366,2020-01-17
BT00001367,7350.57,352-924818-0,W000001367,2019-03-19
BT00001368,24177.48,136-882835-1,W000001368,2021-12-11
BT00001369,621.38,083-372516-7,W000001369,2020-12-30
BT00001370,105.63,849-764519-0,W000001370,2022-01-15
BT00001371,34103.97,106-700194-7,W000001371,2019-06-10
BT00001372,6803.17,100-198058-2,W000001372,2022-03-11
BT00001373,28354.24,263-766385-4,W000001373,2019-05-28
BT00001374,12377.31,892-463693-7,W000001374,2021-11-26
BT00001375,10743.4,073-666306-4,W000001375,2020-09-03
BT00001376,31036.91,376-391317-3,W000001376,2020-12-14
BT00001377,2657.41,480-046290-9,W000001377,2021-03-09
BT00001378,5488.1,675-024100-1,W000001378,2022-02-12
BT00001379,32303.15,062-254901-4,W000001379,2021-10-15
BT00001380,14198.67,474-742024-2,W000001380,2021-08-26
BT00001381,13568.04,405-619789-1,W000001381,2022-01-05
BT00001382,23715.32,005-534179-3,W000001382,2020-02-17
BT00001383,32992.12,038-591824-8,W000001383,2019-08-15
BT00001384,31310.27,258-984061-3,W000001384,2021-04-30
BT00001385,22381.61,270-117402-1,W000001385,2021-10-08
BT00001386,26803.32,999-096269-6,W000001386,2021-07-14
BT00001387,34899.04,105-844737-6,W000001387,2019-10-12
BT00001388,13170.04,451-350103-8,W000001388,2021-08-14
BT00001389,1944.72,768-349619-0,W000001389,2021-10-01
BT00001390,24092.28,745-321615-1,W000001390,2021-12-17
BT00001391,31990.7,885-789960-9,W000001391,2020-05-22
BT00001392,12247.53,366-111858-1,W000001392,2021-04-19
BT00001393,24540.86,133-519042-4,W000001393,2020-09-06
BT00001394,11312.09,070-403459-8,W000001394,2019-07-17
