Top_up_Credit_Card_ID,Balanced,Credit_Card_Number,Wallet_ID,Top_Up_Date
CT00000796,273095.11,3848-6236-4828-3062,W000000796,2021-06-02
CT00000797,928220.62,1025-4877-0599-3799,W000000797,2021-06-04
CT00000798,352154.51,0420-2555-2960-1379,W000000798,2021-06-04
CT00000799,209769.3,4734-8936-7298-9927,W000000799,2019-04-27
CT00000800,429884.95,1332-6821-4387-4327,W000000800,2021-09-15
CT00000801,529051.08,0902-0356-4604-9275,W000000801,2022-02-21
CT00000802,753671.71,0783-6191-8398-5803,W000000802,2021-07-06
CT00000803,384067.48,7788-8566-8001-3851,W000000803,2020-09-20
CT00000804,293458.48,0826-1097-9751-8753,W000000804,2021-05-23
CT00000805,13927.52,2893-1083-4250-6155,W000000805,2021-12-21
CT00000806,448083.83,3278-4398-9532-4617,W000000806,2021-06-18
CT00000807,562588.79,6163-0789-0850-0805,W000000807,2021-05-19
CT00000808,888605.49,9318-8989-9319-9105,W000000808,2021-02-01
CT00000809,279420.34,0864-3110-9384-6285,W000000809,2020-11-04
CT00000810,543689.81,3988-9919-6604-0572,W000000810,2019-06-11
CT00000811,339017.6,5456-8455-8218-1809,W000000811,2020-02-05
CT00000812,557982.35,6333-2510-6415-1634,W000000812,2019-03-11
CT00000813,546914.71,9274-5905-7380-7799,W000000813,2021-03-13
CT00000814,713378.18,1835-4729-9589-4551,W000000814,2021-07-14
CT00000815,627211.31,5038-2896-4776-8279,W000000815,2022-03-03
CT00000816,427827.2,0942-5245-0919-8357,W000000816,2020-05-28
CT00000817,282381.06,9573-5035-6116-5806,W000000817,2020-01-13
CT00000818,75769.16,3527-0317-7428-3415,W000000818,2020-04-07
CT00000819,103376.31,5630-8285-4429-7178,W000000819,2020-10-14
CT00000820,416352.67,7788-8566-8001-3851,W000000820,2019-07-07
CT00000821,581485.72,8447-1891-2918-8197,W000000821,2022-01-08
CT00000822,794365.23,4041-3559-6947-9528,W000000822,2020-10-22
CT00000823,704456.46,7452-7241-2071-0751,W000000823,2022-01-21
CT00000824,248646.38,2235-6190-6339-7971,W000000824,2019-06-04
CT00000825,150273.42,2096-2186-6822-0408,W000000825,2021-10-30
CT00000826,796404.14,5287-1137-8109-9873,W000000826,2020-07-29
CT00000827,881831.65,8042-2510-2170-1266,W000000827,2020-07-26
CT00000828,70114.82,5283-4918-5354-0905,W000000828,2019-10-19
CT00000829,988158.4,1148-0068-1381-0869,W000000829,2019-08-13
CT00000830,686972.91,9771-6230-4904-0159,W000000830,2022-01-11
CT00000831,663458.51,8496-9995-9936-6034,W000000831,2019-09-07
CT00000832,73281.13,3500-6032-4356-9422,W000000832,2020-05-14
CT00000833,537483.17,5700-3483-6114-6062,W000000833,2019-02-20
CT00000834,135934.12,7417-0034-0867-1669,W000000834,2021-08-08
CT00000835,179899.96,7093-2876-4305-5252,W000000835,2020-06-10
CT00000836,157313.14,0844-4325-2424-8198,W000000836,2020-08-15
CT00000837,259510.63,3384-8168-2653-6344,W000000837,2021-06-05
CT00000838,974338.74,1030-9240-9475-3959,W000000838,2021-02-11
CT00000839,672577.76,8926-3339-8148-3142,W000000839,2019-03-10
CT00000840,953810.66,4285-3175-7134-7098,W000000840,2021-05-10
CT00000841,837175.31,9835-0223-8426-9130,W000000841,2019-12-25
CT00000842,777190.76,3330-9601-3592-6744,W000000842,2021-03-12
CT00000843,748011.26,7921-2579-3555-1240,W000000843,2021-07-22
CT00000844,719969.82,7032-2879-3437-3846,W000000844,2021-05-02
CT00000845,341037.82,7676-7541-5044-1382,W000000845,2019-11-04
CT00000846,767429.07,9097-5126-3274-3829,W000000846,2019-06-25
CT00000847,627003.46,0867-9989-2879-0050,W000000847,2020-09-11
CT00000848,104772.66,1865-5658-9298-1289,W000000848,2019-12-13
CT00000849,321773.92,6048-2973-1343-4813,W000000849,2021-09-26
CT00000850,402681.81,2089-1666-2013-4691,W000000850,2022-02-08
CT00000851,798113.34,4007-1681-2403-7265,W000000851,2021-08-13
CT00000852,127881.52,8023-7346-4933-0133,W000000852,2020-12-10
CT00000853,227438.96,1545-0179-1854-8472,W000000853,2019-07-04
CT00000854,779286.81,2379-4878-6729-6985,W000000854,2019-04-22
CT00000855,983386.08,1402-1421-3597-8801,W000000855,2019-07-05
CT00000856,180357.4,2509-3611-0372-4830,W000000856,2020-10-11
CT00000857,94757.62,0427-9550-1388-6847,W000000857,2019-09-11
CT00000858,87512.94,1761-7286-9972-4637,W000000858,2020-12-05
CT00000859,343266.38,0687-7966-9982-5094,W000000859,2021-10-27
CT00000860,538769.31,9154-4369-9246-2523,W000000860,2020-12-23
CT00000861,25384.87,7258-5472-0962-0066,W000000861,2019-01-31
CT00000862,426601.23,9218-1326-1604-2625,W000000862,2021-09-30
CT00000863,685205.98,1170-9601-6830-6047,W000000863,2019-02-02
CT00000864,383986.81,3073-1035-3596-9518,W000000864,2019-09-04
CT00000865,612577.64,6798-9984-8153-6496,W000000865,2019-11-30
CT00000866,496295.33,4812-6138-2026-3238,W000000866,2020-05-15
CT00000867,127518.2,3125-9390-1847-6188,W000000867,2021-05-19
CT00000868,899854.06,9740-9451-2535-9918,W000000868,2019-06-24
CT00000869,646169.45,3784-2978-3750-6506,W000000869,2020-12-20
CT00000870,315409.01,7003-6674-3011-4547,W000000870,2019-03-26
CT00000871,147623.27,5106-6573-7824-8925,W000000871,2019-02-06
CT00000872,9913.42,3247-7177-9734-4334,W000000872,2021-04-20
CT00000873,396960.47,1690-1450-5554-4211,W000000873,2022-02-16
CT00000874,225595.79,0099-6018-0829-0780,W000000874,2019-10-14
CT00000875,771263.34,6812-1351-9139-6309,W000000875,2020-10-10
CT00000876,33052.54,0490-3794-1653-0701,W000000876,2020-11-10
CT00000877,531102.75,4050-7286-0607-1826,W000000877,2022-02-06
CT00000878,729237.88,1038-3095-8445-6531,W000000878,2021-04-20
CT00000879,282598.07,3790-2792-6225-6865,W000000879,2020-07-04
CT00000880,304054.33,0495-9600-7177-4328,W000000880,2021-09-18
CT00000881,775509.03,5714-6777-9692-1908,W000000881,2019-12-27
CT00000882,116277.86,6647-3837-0458-2083,W000000882,2021-10-13
CT00000883,90388.89,9975-7656-2668-3685,W000000883,2021-05-10
CT00000884,346322.44,7540-9422-3296-9858,W000000884,2021-01-13
CT00000885,916412.52,0278-9608-6068-5110,W000000885,2020-07-25
CT00000886,637676.93,5645-5998-2045-8831,W000000886,2020-09-20
CT00000887,485274.13,8944-3790-6549-0809,W000000887,2020-12-31
CT00000888,165354.11,8743-1436-1322-6997,W000000888,2020-07-01
CT00000889,464121.34,8178-5655-6803-2818,W000000889,2020-11-02
CT00000890,839925.47,7980-0624-0314-4647,W000000890,2020-05-14
CT00000891,575351.14,2477-2387-9774-1233,W000000891,2019-04-24
CT00000892,688081.7,6489-4108-1826-4804,W000000892,2019-11-22
CT00000893,148222.97,7853-2813-0377-4108,W000000893,2021-01-12
CT00000894,689840.4,4774-0668-2306-8113,W000000894,2022-03-05
CT00000895,687676.36,7352-3452-0476-9337,W000000895,2022-02-28
CT00000896,342057.94,7781-4078-4685-5093,W000000896,2021-06-26
CT00000897,791132.78,4738-2369-8309-0743,W000000897,2019-10-08
CT00000898,51556.58,1262-5652-4174-4955,W000000898,2021-01-09
CT00000899,941766.74,3653-7924-1561-2678,W000000899,2021-10-28
CT00000900,747353.26,9333-0484-1958-2443,W000000900,2020-03-14
CT00000901,151740.48,6076-5432-9843-7363,W000000901,2021-07-23
CT00000902,719373.67,0401-8506-2601-7450,W000000902,2020-07-22
CT00000903,83924.02,0219-5390-5863-6321,W000000903,2019-02-04
CT00000904,320697.65,7727-5721-6868-6160,W000000904,2020-02-27
CT00000905,36057.68,0158-6126-9685-4544,W000000905,2022-02-12
CT00000906,691692.73,6312-4346-4550-0941,W000000906,2020-04-30
CT00000907,43071.39,8705-2561-9439-7878,W000000907,2021-03-01
CT00000908,88606.23,1625-8439-6426-4867,W000000908,2021-06-14
CT00000909,181970.58,2724-2851-4160-0226,W000000909,2021-01-21
CT00000910,94047.04,7977-7602-7601-5289,W000000910,2020-02-03
CT00000911,47305.98,7837-9310-8980-1071,W000000911,2022-03-12
CT00000912,75849.77,4676-7244-9482-3177,W000000912,2019-11-27
CT00000913,551703.26,4972-1677-4180-0575,W000000913,2020-11-03
CT00000914,520125.82,4284-3968-5052-8661,W000000914,2021-07-29
CT00000915,232420.41,5544-4200-6034-4973,W000000915,2019-07-08
CT00000916,556889.58,7996-9857-3479-6496,W000000916,2020-10-29
CT00000917,480485.93,5738-8712-6898-0734,W000000917,2019-02-08
CT00000918,977728.52,1000-6590-6018-9843,W000000918,2019-12-01
CT00000919,963710.98,9718-4859-0657-1868,W000000919,2019-11-02
CT00000920,119922.04,4082-4542-1047-6331,W000000920,2019-06-07
CT00000921,224142.14,3468-8369-1620-2798,W000000921,2019-02-08
CT00000922,515786.03,9034-4681-6912-3531,W000000922,2019-12-17
CT00000923,167168.17,4255-7004-6388-7575,W000000923,2021-04-18
CT00000924,262366.06,8916-7192-4736-4820,W000000924,2019-07-20
CT00000925,433148.64,6922-1321-8306-2586,W000000925,2022-01-14
CT00000926,59144.81,1460-8455-0834-1612,W000000926,2020-06-01
CT00000927,435979.77,8926-6787-9405-7656,W000000927,2019-08-16
CT00000928,418159.4,1944-4030-1987-4968,W000000928,2019-01-27
CT00000929,654247.82,6590-2341-3783-1542,W000000929,2019-11-10
CT00000930,528036.37,4694-3538-2424-5121,W000000930,2021-03-15
CT00000931,205638.71,1501-0238-2864-1920,W000000931,2019-02-18
CT00000932,644301.61,7178-8490-2964-6434,W000000932,2019-10-18
CT00000933,868259.73,2563-4127-8788-1092,W000000933,2019-12-11
CT00000934,705182.96,7316-7389-9301-0141,W000000934,2022-01-17
CT00000935,764718.93,2780-2508-3372-3972,W000000935,2020-11-26
CT00000936,122415.51,2757-7799-1670-1757,W000000936,2019-03-28
CT00000937,720995.7,3611-4719-5650-7809,W000000937,2019-06-29
CT00000938,969022.92,1871-5244-2036-8585,W000000938,2021-09-06
CT00000939,509188.4,7769-4861-7009-6734,W000000939,2019-03-26
CT00000940,491075.23,7170-0363-0393-2760,W000000940,2020-08-11
CT00000941,193073.52,2893-1083-4250-6155,W000000941,2021-11-18
CT00000942,428977.53,1311-5869-2428-3225,W000000942,2021-07-18
CT00000943,724333.55,3861-9391-7808-3946,W000000943,2021-04-07
CT00000944,22039.35,2108-4189-8754-5592,W000000944,2021-11-22
CT00000945,265960.28,9901-0124-3246-9545,W000000945,2020-05-08
CT00000946,231481.65,6731-3353-1545-4731,W000000946,2021-02-16
CT00000947,740984.04,3711-2171-4831-9542,W000000947,2022-03-15
CT00000948,777572.75,5471-8875-0164-1319,W000000948,2020-03-19
CT00000949,604777.19,1402-0995-5375-7906,W000000949,2020-03-10
CT00000950,158668.71,9222-7602-8987-9674,W000000950,2021-08-10
CT00000951,575180.27,1255-4045-2397-4611,W000000951,2021-01-30
CT00000952,536020.19,6453-8831-9423-3648,W000000952,2020-03-08
CT00000953,638062.73,4814-9178-9159-0063,W000000953,2019-06-20
CT00000954,131508.28,0312-7621-7794-3368,W000000954,2022-03-05
CT00000955,581877.06,1262-5652-4174-4955,W000000955,2021-12-10
CT00000956,648682.45,2757-7799-1670-1757,W000000956,2020-05-13
CT00000957,777599.14,5805-6994-8477-5603,W000000957,2019-05-06
CT00000958,713251.0,8307-0314-9703-5695,W000000958,2022-01-13
CT00000959,600254.6,0233-9301-3770-8348,W000000959,2021-12-18
CT00000960,32837.68,6400-1443-8620-8200,W000000960,2020-03-31
CT00000961,252540.83,2803-4896-9360-1932,W000000961,2020-11-26
CT00000962,521330.08,1510-3170-6276-0373,W000000962,2021-09-29
CT00000963,498551.79,8218-1540-6490-9600,W000000963,2021-08-12
CT00000964,906133.77,8042-2510-2170-1266,W000000964,2021-06-14
CT00000965,774602.0,8862-2680-6342-4217,W000000965,2021-12-27
CT00000966,419731.83,0436-7205-3549-3722,W000000966,2019-07-21
CT00000967,105091.44,2091-8366-9699-4269,W000000967,2021-07-27
CT00000968,118969.19,7660-3601-6785-6561,W000000968,2021-08-11
CT00000969,164273.98,0558-0655-6120-2032,W000000969,2021-11-09
CT00000970,73982.7,5456-5717-9810-1274,W000000970,2019-09-28
CT00000971,291875.57,3164-5286-3862-4967,W000000971,2020-03-04
CT00000972,27361.18,9901-0124-3246-9545,W000000972,2020-07-22
CT00000973,819869.93,7901-2996-2585-8401,W000000973,2019-03-16
CT00000974,363401.29,0253-6791-0136-6718,W000000974,2021-03-14
CT00000975,562436.14,7117-5312-3797-6774,W000000975,2020-02-15
CT00000976,842412.8,0889-4281-2245-7536,W000000976,2020-05-21
CT00000977,222196.76,3069-0121-2570-2980,W000000977,2019-08-08
CT00000978,71001.66,5835-3613-2852-5315,W000000978,2020-10-27
CT00000979,686866.66,4523-8084-6234-9919,W000000979,2020-03-05
CT00000980,975355.19,8758-8426-8270-3927,W000000980,2021-10-17
CT00000981,381600.05,7478-4831-2045-7184,W000000981,2019-10-23
CT00000982,168094.68,9186-7869-1912-0594,W000000982,2020-03-10
CT00000983,91418.86,3500-6032-4356-9422,W000000983,2019-01-19
CT00000984,204247.61,2428-4234-7237-1602,W000000984,2020-01-06
CT00000985,672237.6,2985-8453-6301-1590,W000000985,2021-01-02
CT00000986,616369.94,2340-8453-6496-5494,W000000986,2019-07-20
CT00000987,764007.17,4153-8696-1226-2053,W000000987,2021-03-29
CT00000988,12149.94,7117-5312-3797-6774,W000000988,2019-11-05
CT00000989,781199.08,3770-8344-8918-6390,W000000989,2019-04-10
CT00000990,338091.45,2168-6207-6695-4805,W000000990,2019-12-04
CT00000991,693122.44,0860-4851-4900-3186,W000000991,2021-01-09
CT00000992,255667.85,3895-8229-7546-9605,W000000992,2019-01-17
CT00000993,948947.92,8743-1436-1322-6997,W000000993,2019-08-15
CT00000994,711305.12,9451-6879-6167-5125,W000000994,2021-09-20
CT00000995,95872.7,2184-8969-5592-7011,W000000995,2020-01-10
CT00000996,16507.33,7178-8490-2964-6434,W000000996,2021-06-03
CT00000997,202856.25,2181-7064-7174-5618,W000000997,2019-07-27
CT00000998,282646.19,8521-0266-2346-9456,W000000998,2020-08-04
CT00000999,217060.77,1926-8965-1244-0940,W000000999,2021-02-28
CT00001000,36791.96,3102-5888-4979-9372,W000001000,2021-04-12
CT00001001,552072.89,3030-3695-8171-4570,W000001001,2019-05-23
CT00001002,17374.91,4734-1760-0449-0523,W000001002,2020-01-15
CT00001003,910679.17,5159-8614-8850-9751,W000001003,2019-02-15
CT00001004,619177.43,0047-3342-0808-2767,W000001004,2020-06-09
CT00001005,219318.54,0747-2678-1435-5573,W000001005,2021-06-25
CT00001006,119531.63,6561-1814-9337-5750,W000001006,2021-05-22
CT00001007,826045.44,7346-4690-0810-8003,W000001007,2019-09-04
CT00001008,738110.09,8658-6675-9665-2860,W000001008,2019-08-12
CT00001009,994363.56,9034-4681-6912-3531,W000001009,2020-02-09
CT00001010,864011.46,0629-2366-3517-1497,W000001010,2021-01-12
CT00001011,671035.52,8680-9638-8212-2526,W000001011,2019-04-06
CT00001012,844625.42,4001-4694-8750-3041,W000001012,2019-07-06
CT00001013,232956.6,4982-4134-4604-6375,W000001013,2022-01-25
CT00001014,481990.25,9414-0256-2544-2682,W000001014,2020-06-18
CT00001015,969310.83,2555-1486-4418-9153,W000001015,2020-11-03
CT00001016,172594.55,0158-6126-9685-4544,W000001016,2019-07-17
CT00001017,372843.02,2001-9475-0934-0279,W000001017,2022-01-20
CT00001018,878416.05,3770-8344-8918-6390,W000001018,2022-01-21
CT00001019,618393.27,5152-0650-5273-6697,W000001019,2021-12-25
CT00001020,521130.52,3500-6032-4356-9422,W000001020,2021-01-11
CT00001021,597500.78,3431-5251-8239-9847,W000001021,2019-03-11
CT00001022,917273.6,6872-4900-2543-3470,W000001022,2020-09-23
CT00001023,107834.04,6805-6269-1801-1739,W000001023,2021-05-04
CT00001024,907993.21,9067-6589-8680-0072,W000001024,2020-07-23
CT00001025,972093.39,9979-3415-5249-1712,W000001025,2019-02-28
CT00001026,890401.45,9467-4186-2559-5000,W000001026,2020-08-17
CT00001027,772575.7,6642-8666-3402-3783,W000001027,2021-03-03
CT00001028,143562.58,3673-3803-5641-1011,W000001028,2022-03-06
CT00001029,784895.46,9740-9451-2535-9918,W000001029,2022-01-16
CT00001030,591111.43,6125-6393-6364-7353,W000001030,2021-06-14
CT00001031,766111.24,8376-3972-0411-2539,W000001031,2020-05-10
CT00001032,477430.67,1595-9438-9740-8379,W000001032,2020-07-13
CT00001033,18284.0,9034-4681-6912-3531,W000001033,2019-02-13
CT00001034,385637.49,8290-0073-9249-7958,W000001034,2020-11-12
CT00001035,507180.15,5380-4943-2268-5326,W000001035,2020-09-05
CT00001036,746175.58,5136-7087-7444-9317,W000001036,2020-10-22
CT00001037,479393.63,1079-8448-7320-9135,W000001037,2021-11-14
CT00001038,341397.79,1842-9177-8789-2854,W000001038,2019-09-01
CT00001039,426848.06,4257-6712-0209-9721,W000001039,2021-10-05
CT00001040,55276.43,7427-4991-5937-9367,W000001040,2020-11-20
CT00001041,390240.49,1555-9058-9583-8068,W000001041,2020-04-07
CT00001042,485576.92,1767-3029-0473-2290,W000001042,2020-09-19
CT00001043,773554.07,5170-7297-9388-8277,W000001043,2021-05-27
CT00001044,813540.93,0994-5105-9893-3741,W000001044,2020-12-07
CT00001045,306755.28,7390-0520-5725-0050,W000001045,2019-11-14
CT00001046,972773.9,3278-4398-9532-4617,W000001046,2019-05-25
CT00001047,904372.34,2061-1533-3493-5511,W000001047,2021-01-09
CT00001048,610591.61,8001-0953-8986-4608,W000001048,2021-08-03
CT00001049,87168.53,3054-3324-4613-8069,W000001049,2020-07-30
CT00001050,907584.67,4194-3656-4506-5525,W000001050,2019-01-17
CT00001051,900221.69,5913-1744-5146-4050,W000001051,2019-10-05
CT00001052,423031.25,9274-5905-7380-7799,W000001052,2021-08-28
CT00001053,820488.05,0090-6275-8390-1750,W000001053,2019-01-30
CT00001054,822591.59,9862-3864-7292-8228,W000001054,2021-03-04
CT00001055,281207.64,4734-8936-7298-9927,W000001055,2020-06-21
CT00001056,662814.64,7939-0123-7834-5081,W000001056,2019-09-09
CT00001057,915752.27,9718-4859-0657-1868,W000001057,2019-12-14
CT00001058,914716.9,1430-0038-9338-6183,W000001058,2021-07-20
CT00001059,34970.65,2255-7389-3837-4229,W000001059,2019-11-29
CT00001060,841364.68,8892-3308-6209-6636,W000001060,2019-12-27
CT00001061,643684.92,5252-1527-7798-7479,W000001061,2019-02-20
CT00001062,494099.7,1171-6393-2270-2210,W000001062,2019-04-25
CT00001063,939719.73,3717-3373-7881-0387,W000001063,2021-09-04
CT00001064,128604.18,5573-8411-7686-0019,W000001064,2022-01-31
CT00001065,40651.63,7627-5851-1764-5212,W000001065,2019-09-21
CT00001066,217590.67,3760-1026-1219-4569,W000001066,2021-08-27
CT00001067,494904.65,3777-9315-2723-5252,W000001067,2021-04-06
CT00001068,620973.89,6661-5870-1605-8623,W000001068,2020-12-03
CT00001069,50934.31,6903-2762-4906-6770,W000001069,2021-11-11
CT00001070,160145.4,9335-5885-1822-9033,W000001070,2020-04-10
CT00001071,357051.24,1571-8060-9580-4405,W000001071,2019-07-21
CT00001072,141041.08,6907-5530-2854-0159,W000001072,2021-11-02
CT00001073,916639.74,9186-7869-1912-0594,W000001073,2019-08-03
CT00001074,840272.04,2580-4787-6640-2554,W000001074,2020-12-23
CT00001075,962156.43,8001-0953-8986-4608,W000001075,2020-05-04
CT00001076,18008.28,0876-5397-3002-8539,W000001076,2020-12-31
CT00001077,10779.04,5456-5717-9810-1274,W000001077,2021-07-09
CT00001078,425591.57,9274-5905-7380-7799,W000001078,2019-10-08
CT00001079,897985.15,7083-3151-5909-4224,W000001079,2020-06-19
CT00001080,581761.3,4840-0637-3698-5733,W000001080,2021-08-27
CT00001081,747820.08,1970-3159-0702-0451,W000001081,2020-08-17
CT00001082,392740.08,8447-1891-2918-8197,W000001082,2022-02-26
CT00001083,411163.78,7920-6610-7992-1681,W000001083,2020-05-02
CT00001084,288061.02,8506-6046-5693-6925,W000001084,2019-05-02
CT00001085,546150.45,7736-6540-6461-3963,W000001085,2021-05-09
CT00001086,507019.23,7264-5016-7356-9467,W000001086,2021-08-14
CT00001087,185504.84,1580-6419-9727-3347,W000001087,2021-09-20
CT00001088,374025.27,5684-9575-2345-7274,W000001088,2020-06-30
CT00001089,482473.88,5739-8342-3532-6524,W000001089,2019-04-12
CT00001090,114275.73,2002-9495-4808-6475,W000001090,2021-06-11
CT00001091,525525.6,1424-9488-2923-1107,W000001091,2019-07-11
CT00001092,130839.09,8416-2908-6537-7091,W000001092,2019-05-12
CT00001093,216379.35,9580-6444-7654-4316,W000001093,2021-09-04
CT00001094,78982.76,7929-4980-9153-7120,W000001094,2021-12-01
CT00001095,232889.14,1275-5456-5403-1248,W000001095,2020-02-28
CT00001096,539378.38,1682-8250-0856-4796,W000001096,2019-04-01
CT00001097,890603.53,4153-8696-1226-2053,W000001097,2020-09-20
CT00001098,624717.36,7536-6438-0976-1389,W000001098,2020-09-24
CT00001099,143376.28,2571-7053-1901-3073,W000001099,2021-09-28
CT00001100,832619.3,1307-0827-4130-7612,W000001100,2020-01-09
CT00001101,412869.86,4831-2484-8275-1620,W000001101,2021-03-03
CT00001102,838493.33,0299-5966-2495-4116,W000001102,2021-10-02
CT00001103,663908.01,6504-8306-3718-9531,W000001103,2020-09-28
CT00001104,653751.6,9811-7765-6222-9557,W000001104,2019-01-05
CT00001105,647294.92,7921-2579-3555-1240,W000001105,2020-02-23
CT00001106,916883.2,2304-9258-9452-5758,W000001106,2021-04-21
CT00001107,964238.77,6444-6228-0698-3816,W000001107,2019-05-27
CT00001108,877961.43,1845-1664-8028-5113,W000001108,2020-05-01
CT00001109,641203.22,8067-4485-6947-1555,W000001109,2020-10-18
CT00001110,487500.97,8107-9259-5432-3725,W000001110,2020-06-26
CT00001111,688063.94,4942-5353-6283-7722,W000001111,2021-12-11
CT00001112,331573.39,0306-8293-6140-0947,W000001112,2020-10-09
CT00001113,696467.02,8390-5905-8724-8558,W000001113,2019-12-05
CT00001114,445641.77,0481-9348-2396-8894,W000001114,2020-02-15
CT00001115,756311.32,4482-8557-9619-2794,W000001115,2020-04-12
CT00001116,550380.95,6642-8666-3402-3783,W000001116,2020-10-02
CT00001117,746173.68,4963-8034-4839-5983,W000001117,2019-12-09
CT00001118,514767.66,4014-0909-3976-6445,W000001118,2020-09-17
CT00001119,18926.7,3232-0541-3518-5639,W000001119,2020-02-11
CT00001120,590938.75,5136-7087-7444-9317,W000001120,2020-10-26
CT00001121,605179.47,8930-2733-7091-1406,W000001121,2020-05-25
CT00001122,691960.3,1291-7164-0650-7181,W000001122,2021-03-21
CT00001123,894795.78,4619-0135-8310-4386,W000001123,2021-12-20
CT00001124,173188.49,2195-7171-5768-2988,W000001124,2019-06-25
CT00001125,977458.1,9776-2776-6410-3634,W000001125,2020-07-18
CT00001126,741457.95,1430-8232-2550-9257,W000001126,2021-12-04
CT00001127,888484.48,7853-2813-0377-4108,W000001127,2021-12-11
CT00001128,870497.85,8694-5114-6984-2711,W000001128,2020-11-11
CT00001129,625048.92,5985-6108-2023-6847,W000001129,2020-08-21
CT00001130,492217.35,4630-6062-0792-0000,W000001130,2021-10-11
CT00001131,468587.55,6887-5575-3315-0731,W000001131,2019-11-16
CT00001132,443115.16,6922-7496-5171-3276,W000001132,2020-01-19
CT00001133,948647.22,5446-1620-2963-1178,W000001133,2019-09-07
CT00001134,746413.5,2478-9906-2712-4488,W000001134,2020-10-04
CT00001135,161031.58,7736-6540-6461-3963,W000001135,2021-10-22
CT00001136,297669.81,4735-6316-7454-6417,W000001136,2021-07-05
CT00001137,754998.22,9289-0994-3209-6453,W000001137,2019-01-17
CT00001138,633253.32,1960-8643-0047-5460,W000001138,2020-11-19
CT00001139,161574.18,0864-3110-9384-6285,W000001139,2022-03-09
CT00001140,204139.9,3410-0880-0976-8494,W000001140,2019-02-13
CT00001141,293223.74,8279-5711-8110-4734,W000001141,2020-04-06
CT00001142,531583.92,8186-8110-0189-5341,W000001142,2020-04-13
CT00001143,793680.39,8032-9101-3140-4833,W000001143,2021-09-04
CT00001144,104303.15,6657-3533-5509-0773,W000001144,2020-11-24
CT00001145,156563.68,6193-6678-5662-0103,W000001145,2019-05-24
CT00001146,14072.99,1027-4367-5345-6819,W000001146,2019-07-26
CT00001147,614055.48,2580-4787-6640-2554,W000001147,2021-02-26
CT00001148,93177.1,5501-8059-6011-2829,W000001148,2021-01-27
CT00001149,521645.0,8023-8593-1857-0904,W000001149,2020-07-03
CT00001150,334355.26,4694-3538-2424-5121,W000001150,2020-08-06
CT00001151,165440.32,3776-2439-5853-6535,W000001151,2019-12-21
CT00001152,243071.34,0029-3585-6648-3096,W000001152,2019-01-16
CT00001153,605316.25,3708-4833-3158-7712,W000001153,2020-12-27
CT00001154,952575.85,3542-9869-8471-5017,W000001154,2019-05-07
CT00001155,101423.39,8307-0314-9703-5695,W000001155,2021-10-04
CT00001156,159548.51,3784-2978-3750-6506,W000001156,2021-09-07
CT00001157,315806.52,7931-4856-2284-0732,W000001157,2021-06-10
CT00001158,837445.45,5803-1278-5111-1963,W000001158,2020-05-29
CT00001159,528947.99,0528-8108-6937-3149,W000001159,2019-01-22
CT00001160,407491.44,3297-8561-0715-4291,W000001160,2020-07-09
CT00001161,516038.66,0178-9622-7247-2871,W000001161,2019-06-08
CT00001162,164573.92,9093-7061-8110-5512,W000001162,2019-10-28
CT00001163,829970.44,5895-3966-7476-0434,W000001163,2020-07-26
CT00001164,810494.17,5287-1137-8109-9873,W000001164,2022-01-26
CT00001165,206826.31,9093-7061-8110-5512,W000001165,2020-03-29
CT00001166,690240.68,6549-3338-8545-3682,W000001166,2020-09-08
CT00001167,480709.71,3197-4371-9291-2692,W000001167,2020-03-19
CT00001168,966051.88,3030-3695-8171-4570,W000001168,2021-08-24
CT00001169,338163.61,8127-3879-8703-2567,W000001169,2022-03-14
CT00001170,231898.81,7445-4652-6004-4405,W000001170,2020-11-28
CT00001171,393072.85,0266-1477-7245-7303,W000001171,2020-01-25
CT00001172,448819.25,9731-9460-1932-0299,W000001172,2020-10-23
CT00001173,178532.41,9492-9275-3296-4870,W000001173,2020-09-16
CT00001174,636987.97,0783-6191-8398-5803,W000001174,2022-01-27
CT00001175,870815.97,5518-3376-5750-7356,W000001175,2021-07-10
CT00001176,816716.62,3676-0021-6890-5095,W000001176,2021-07-24
CT00001177,889217.06,5273-0720-5770-8985,W000001177,2019-11-29
CT00001178,567554.08,4156-1167-5601-0423,W000001178,2021-04-18
CT00001179,786074.55,2478-9906-2712-4488,W000001179,2021-04-13
CT00001180,669630.22,9893-2600-1596-9750,W000001180,2019-07-29
CT00001181,973027.82,8692-1294-8097-9923,W000001181,2021-06-21
CT00001182,923361.45,8964-6172-6994-3631,W000001182,2021-02-11
CT00001183,464024.15,9048-2845-0623-4033,W000001183,2019-08-20
CT00001184,732447.01,5255-4331-6696-4618,W000001184,2019-01-26
CT00001185,468836.71,6446-0361-8347-4970,W000001185,2022-02-27
CT00001186,719324.61,3611-4719-5650-7809,W000001186,2020-12-15
CT00001187,137707.31,6295-8165-1884-4182,W000001187,2021-06-24
CT00001188,217436.33,8545-8572-0919-1525,W000001188,2019-03-09
CT00001189,292275.68,6805-6269-1801-1739,W000001189,2019-12-17
CT00001190,742559.97,8961-9466-5301-7668,W000001190,2021-10-10
CT00001191,836471.05,5803-1278-5111-1963,W000001191,2020-03-14
CT00001192,319778.32,3632-5953-8137-0536,W000001192,2019-12-31
CT00001193,698635.7,5447-7464-2437-9320,W000001193,2019-01-22
