Top_up_BankNum_ID,Balanced,Bank_Num,Wallet_ID,Top_Up_Date
BT00000929,440747.06,834-631089-4,W000000929,2019-11-10
BT00000930,222831.18,288-026188-7,W000000930,2021-03-15
BT00000931,961782.23,615-745892-8,W000000931,2019-02-18
BT00000932,791183.56,953-312971-7,W000000932,2019-10-18
BT00000933,962065.56,765-753587-9,W000000933,2019-12-11
BT00000934,796006.4,247-927804-1,W000000934,2022-01-17
BT00000935,872882.0,815-495326-6,W000000935,2020-11-26
BT00000936,449314.42,291-090717-4,W000000936,2019-03-28
BT00000937,731609.8,535-880510-2,W000000937,2019-06-29
BT00000938,642533.07,488-891590-9,W000000938,2021-09-06
BT00000939,368853.61,222-905570-4,W000000939,2019-03-26
BT00000940,426759.24,123-147364-5,W000000940,2020-08-11
BT00000941,683811.61,636-981510-9,W000000941,2021-11-18
BT00000942,642391.46,713-610202-2,W000000942,2021-07-18
BT00000943,53722.9,499-179206-8,W000000943,2021-04-07
BT00000944,816072.53,233-823651-0,W000000944,2021-11-22
BT00000945,654254.43,112-063364-3,W000000945,2020-05-08
BT00000946,472404.22,239-496890-7,W000000946,2021-02-16
BT00000947,855432.63,513-331576-3,W000000947,2022-03-15
BT00000948,983603.88,668-767048-3,W000000948,2020-03-19
BT00000949,88027.33,018-280268-4,W000000949,2020-03-10
BT00000950,947118.12,119-773832-5,W000000950,2021-08-10
BT00000951,725463.57,137-375792-1,W000000951,2021-01-30
BT00000952,722739.12,810-044008-9,W000000952,2020-03-08
BT00000953,711660.21,560-171663-5,W000000953,2019-06-20
BT00000954,321714.19,260-820163-7,W000000954,2022-03-05
BT00000955,567025.98,841-052718-1,W000000955,2021-12-10
BT00000956,219182.03,565-076478-3,W000000956,2020-05-13
BT00000957,976388.84,757-427536-8,W000000957,2019-05-06
BT00000958,901143.05,639-152489-9,W000000958,2022-01-13
BT00000959,220673.26,106-355845-4,W000000959,2021-12-18
BT00000960,520640.57,358-054755-9,W000000960,2020-03-31
BT00000961,972713.63,870-033857-3,W000000961,2020-11-26
BT00000962,689556.59,014-718831-7,W000000962,2021-09-29
BT00000963,148162.11,804-384265-7,W000000963,2021-08-12
BT00000964,938897.26,663-492503-8,W000000964,2021-06-14
BT00000965,244991.08,994-261792-6,W000000965,2021-12-27
BT00000966,34426.34,339-757980-7,W000000966,2019-07-21
BT00000967,682487.93,586-235064-6,W000000967,2021-07-27
BT00000968,93469.1,261-973956-2,W000000968,2021-08-11
BT00000969,174287.0,826-285101-8,W000000969,2021-11-09
BT00000970,258109.8,180-621572-2,W000000970,2019-09-28
BT00000971,130355.93,126-466373-4,W000000971,2020-03-04
BT00000972,871684.24,740-427443-7,W000000972,2020-07-22
BT00000973,938161.47,495-137175-8,W000000973,2019-03-16
BT00000974,674811.32,408-696547-5,W000000974,2021-03-14
BT00000975,44623.83,484-838244-2,W000000975,2020-02-15
BT00000976,251729.93,650-306204-9,W000000976,2020-05-21
BT00000977,900529.24,232-618788-3,W000000977,2019-08-08
BT00000978,811821.0,304-124560-5,W000000978,2020-10-27
BT00000979,831447.76,881-596449-3,W000000979,2020-03-05
BT00000980,760330.36,666-153974-6,W000000980,2021-10-17
BT00000981,940284.64,738-732992-2,W000000981,2019-10-23
BT00000982,743434.75,158-477973-1,W000000982,2020-03-10
BT00000983,640563.39,462-109525-8,W000000983,2019-01-19
BT00000984,151572.03,612-421933-0,W000000984,2020-01-06
BT00000985,760333.77,462-062103-5,W000000985,2021-01-02
BT00000986,603385.77,136-965254-4,W000000986,2019-07-20
BT00000987,740274.13,401-479724-5,W000000987,2021-03-29
BT00000988,534322.16,700-871686-4,W000000988,2019-11-05
BT00000989,179198.95,855-242980-3,W000000989,2019-04-10
BT00000990,885891.36,551-076860-9,W000000990,2019-12-04
BT00000991,768857.54,831-667646-7,W000000991,2021-01-09
BT00000992,620511.94,482-358018-1,W000000992,2019-01-17
BT00000993,740196.45,471-743835-7,W000000993,2019-08-15
BT00000994,449183.83,374-046650-1,W000000994,2021-09-20
BT00000995,234922.09,061-399930-0,W000000995,2020-01-10
BT00000996,823071.79,331-447650-3,W000000996,2021-06-03
BT00000997,614788.35,197-315703-4,W000000997,2019-07-27
BT00000998,400984.71,000-419555-1,W000000998,2020-08-04
BT00000999,571057.46,298-088128-6,W000000999,2021-02-28
BT00001000,121305.38,015-193559-2,W000001000,2021-04-12
BT00001001,667466.54,841-368532-1,W000001001,2019-05-23
BT00001002,349889.93,479-245074-5,W000001002,2020-01-15
BT00001003,860322.56,669-932087-7,W000001003,2019-02-15
BT00001004,911096.9,129-500455-3,W000001004,2020-06-09
BT00001005,433313.72,273-776587-8,W000001005,2021-06-25
BT00001006,275902.05,226-351508-0,W000001006,2021-05-22
BT00001007,883451.17,998-838895-7,W000001007,2019-09-04
BT00001008,228332.37,099-530650-1,W000001008,2019-08-12
BT00001009,363756.84,662-483044-5,W000001009,2020-02-09
BT00001010,921003.71,850-693340-7,W000001010,2021-01-12
BT00001011,82393.92,068-356028-3,W000001011,2019-04-06
BT00001012,649788.28,209-233215-4,W000001012,2019-07-06
BT00001013,427128.65,380-578557-3,W000001013,2022-01-25
BT00001014,168771.43,286-603251-5,W000001014,2020-06-18
BT00001015,841916.42,074-717179-4,W000001015,2020-11-03
BT00001016,6026.38,918-915304-0,W000001016,2019-07-17
BT00001017,442126.57,222-346153-2,W000001017,2022-01-20
BT00001018,383395.6,906-438050-0,W000001018,2022-01-21
BT00001019,914666.38,874-327405-1,W000001019,2021-12-25
BT00001020,657448.53,679-926920-0,W000001020,2021-01-11
BT00001021,703056.92,387-994782-9,W000001021,2019-03-11
BT00001022,849817.52,948-204277-2,W000001022,2020-09-23
BT00001023,245882.96,142-854894-4,W000001023,2021-05-04
BT00001024,313956.11,267-035112-0,W000001024,2020-07-23
BT00001025,25433.61,414-313151-3,W000001025,2019-02-28
BT00001026,905305.66,463-621738-0,W000001026,2020-08-17
BT00001027,127825.92,202-917704-1,W000001027,2021-03-03
BT00001028,272472.72,748-300111-0,W000001028,2022-03-06
BT00001029,416766.53,648-370348-3,W000001029,2022-01-16
BT00001030,192115.32,514-543098-3,W000001030,2021-06-14
BT00001031,957811.49,368-940535-1,W000001031,2020-05-10
BT00001032,479684.57,627-896369-6,W000001032,2020-07-13
BT00001033,337568.93,353-027006-2,W000001033,2019-02-13
BT00001034,917860.59,639-152489-9,W000001034,2020-11-12
BT00001035,388802.34,769-240682-8,W000001035,2020-09-05
BT00001036,967716.18,350-928608-7,W000001036,2020-10-22
BT00001037,490937.9,847-009314-3,W000001037,2021-11-14
BT00001038,934312.1,238-202816-5,W000001038,2019-09-01
BT00001039,512841.25,356-275389-3,W000001039,2021-10-05
BT00001040,740869.71,342-684083-4,W000001040,2020-11-20
BT00001041,596729.65,066-917004-8,W000001041,2020-04-07
BT00001042,722894.96,227-678572-9,W000001042,2020-09-19
BT00001043,267688.43,292-155746-3,W000001043,2021-05-27
BT00001044,176932.52,300-425851-3,W000001044,2020-12-07
BT00001045,661342.02,252-623275-8,W000001045,2019-11-14
BT00001046,462914.06,511-527820-4,W000001046,2019-05-25
BT00001047,192187.31,382-213805-0,W000001047,2021-01-09
BT00001048,810469.14,141-590748-5,W000001048,2021-08-03
BT00001049,956416.69,144-634027-0,W000001049,2020-07-30
BT00001050,545645.69,290-942687-4,W000001050,2019-01-17
BT00001051,13843.34,473-402693-2,W000001051,2019-10-05
BT00001052,637891.32,340-807165-5,W000001052,2021-08-28
BT00001053,900372.91,617-796775-8,W000001053,2019-01-30
BT00001054,670760.55,473-264592-8,W000001054,2021-03-04
BT00001055,549406.02,624-454286-5,W000001055,2020-06-21
BT00001056,362850.02,251-773249-0,W000001056,2019-09-09
BT00001057,777547.26,139-051803-4,W000001057,2019-12-14
BT00001058,995278.4,158-795675-2,W000001058,2021-07-20
BT00001059,987574.49,267-487996-2,W000001059,2019-11-29
BT00001060,856745.64,653-201433-7,W000001060,2019-12-27
BT00001061,621522.06,350-928608-7,W000001061,2019-02-20
BT00001062,402485.23,066-815108-9,W000001062,2019-04-25
BT00001063,324899.35,769-034837-1,W000001063,2021-09-04
BT00001064,685811.27,869-698722-8,W000001064,2022-01-31
BT00001065,256403.7,161-174072-3,W000001065,2019-09-21
BT00001066,644062.96,428-613065-6,W000001066,2021-08-27
BT00001067,132854.86,002-040685-5,W000001067,2021-04-06
BT00001068,477582.31,366-371969-6,W000001068,2020-12-03
BT00001069,40066.19,022-537670-6,W000001069,2021-11-11
BT00001070,882328.41,342-684083-4,W000001070,2020-04-10
BT00001071,892371.22,051-443856-5,W000001071,2019-07-21
BT00001072,495544.25,516-501193-7,W000001072,2021-11-02
BT00001073,449009.96,406-590514-6,W000001073,2019-08-03
BT00001074,647083.7,311-324590-5,W000001074,2020-12-23
BT00001075,412457.2,168-100676-0,W000001075,2020-05-04
BT00001076,453946.08,303-857136-6,W000001076,2020-12-31
BT00001077,40312.39,713-010396-3,W000001077,2021-07-09
BT00001078,564306.92,050-102556-5,W000001078,2019-10-08
BT00001079,350896.8,279-047174-5,W000001079,2020-06-19
BT00001080,920316.99,490-441474-5,W000001080,2021-08-27
BT00001081,729959.24,401-548722-8,W000001081,2020-08-17
BT00001082,851002.24,047-894349-8,W000001082,2022-02-26
BT00001083,669232.11,209-233215-4,W000001083,2020-05-02
BT00001084,462106.89,847-804733-6,W000001084,2019-05-02
BT00001085,68763.6,869-976516-0,W000001085,2021-05-09
BT00001086,24923.1,316-963235-2,W000001086,2021-08-14
BT00001087,332535.19,315-932949-2,W000001087,2021-09-20
BT00001088,484038.52,558-407563-5,W000001088,2020-06-30
BT00001089,803318.35,780-254351-4,W000001089,2019-04-12
BT00001090,59363.12,908-412815-9,W000001090,2021-06-11
BT00001091,796782.33,253-116535-5,W000001091,2019-07-11
BT00001092,16762.5,814-542658-4,W000001092,2019-05-12
BT00001093,195691.5,615-745892-8,W000001093,2021-09-04
BT00001094,436808.09,720-032868-9,W000001094,2021-12-01
BT00001095,722740.66,847-009314-3,W000001095,2020-02-28
BT00001096,187511.24,227-012539-5,W000001096,2019-04-01
BT00001097,149060.87,024-556457-7,W000001097,2020-09-20
BT00001098,910159.76,562-843477-4,W000001098,2020-09-24
BT00001099,743227.66,406-087873-3,W000001099,2021-09-28
BT00001100,979776.27,650-306204-9,W000001100,2020-01-09
BT00001101,831787.57,671-333232-5,W000001101,2021-03-03
BT00001102,143580.73,093-131641-8,W000001102,2021-10-02
BT00001103,808827.99,366-371969-6,W000001103,2020-09-28
BT00001104,300808.02,414-962162-7,W000001104,2019-01-05
BT00001105,307446.88,749-070663-6,W000001105,2020-02-23
BT00001106,790044.43,273-776587-8,W000001106,2021-04-21
BT00001107,143402.03,226-351508-0,W000001107,2019-05-27
BT00001108,947013.04,274-098168-5,W000001108,2020-05-01
BT00001109,917512.69,310-619551-2,W000001109,2020-10-18
BT00001110,960028.63,311-552037-6,W000001110,2020-06-26
BT00001111,624399.72,924-912733-7,W000001111,2021-12-11
BT00001112,844096.75,607-593658-9,W000001112,2020-10-09
BT00001113,525656.91,924-958454-4,W000001113,2019-12-05
BT00001114,39511.43,606-551406-6,W000001114,2020-02-15
BT00001115,996970.38,569-929760-5,W000001115,2020-04-12
BT00001116,910331.07,111-659009-2,W000001116,2020-10-02
BT00001117,699765.25,557-657165-6,W000001117,2019-12-09
BT00001118,133614.61,380-198123-9,W000001118,2020-09-17
BT00001119,729701.28,714-502390-0,W000001119,2020-02-11
BT00001120,155265.51,488-891590-9,W000001120,2020-10-26
BT00001121,511537.99,881-596449-3,W000001121,2020-05-25
BT00001122,501830.94,753-057272-1,W000001122,2021-03-21
BT00001123,525785.6,416-475947-9,W000001123,2021-12-20
BT00001124,718537.69,152-882059-3,W000001124,2019-06-25
BT00001125,208790.48,903-655320-4,W000001125,2020-07-18
BT00001126,907249.11,266-439089-0,W000001126,2021-12-04
BT00001127,360181.15,998-205086-4,W000001127,2021-12-11
BT00001128,82003.4,714-605666-3,W000001128,2020-11-11
BT00001129,472817.76,206-295077-1,W000001129,2020-08-21
BT00001130,706899.51,372-813659-9,W000001130,2021-10-11
BT00001131,937365.7,355-151544-2,W000001131,2019-11-16
BT00001132,784046.16,555-049104-6,W000001132,2020-01-19
BT00001133,914567.96,769-240682-8,W000001133,2019-09-07
BT00001134,205449.1,734-190230-2,W000001134,2020-10-04
BT00001135,812370.88,016-815113-6,W000001135,2021-10-22
BT00001136,645630.58,355-151544-2,W000001136,2021-07-05
BT00001137,559805.96,096-059492-8,W000001137,2019-01-17
BT00001138,406138.16,047-079729-4,W000001138,2020-11-19
BT00001139,299376.48,414-515339-5,W000001139,2022-03-09
BT00001140,247810.06,404-156005-6,W000001140,2019-02-13
BT00001141,622899.47,718-410441-4,W000001141,2020-04-06
BT00001142,357546.85,702-142462-4,W000001142,2020-04-13
BT00001143,678033.13,478-430950-8,W000001143,2021-09-04
BT00001144,631339.16,261-973956-2,W000001144,2020-11-24
BT00001145,591439.04,773-657669-7,W000001145,2019-05-24
BT00001146,86957.24,073-078838-3,W000001146,2019-07-26
BT00001147,295796.42,748-426447-2,W000001147,2021-02-26
BT00001148,170701.93,774-990355-1,W000001148,2021-01-27
BT00001149,488471.54,125-317013-7,W000001149,2020-07-03
BT00001150,963332.46,928-243871-7,W000001150,2020-08-06
BT00001151,498666.93,928-243871-7,W000001151,2019-12-21
BT00001152,49326.45,551-288111-3,W000001152,2019-01-16
BT00001153,803442.71,167-142897-5,W000001153,2020-12-27
BT00001154,351872.62,220-165269-4,W000001154,2019-05-07
BT00001155,988780.58,240-481766-2,W000001155,2021-10-04
BT00001156,479366.24,168-100676-0,W000001156,2021-09-07
BT00001157,923372.95,788-412874-4,W000001157,2021-06-10
BT00001158,260310.95,101-462366-2,W000001158,2020-05-29
BT00001159,343045.88,538-954242-7,W000001159,2019-01-22
BT00001160,653442.29,476-452153-3,W000001160,2020-07-09
BT00001161,84807.4,895-909749-4,W000001161,2019-06-08
BT00001162,16985.88,635-772382-7,W000001162,2019-10-28
BT00001163,35420.18,921-545967-8,W000001163,2020-07-26
BT00001164,482197.67,653-379328-0,W000001164,2022-01-26
BT00001165,220650.55,474-640627-4,W000001165,2020-03-29
BT00001166,128756.43,452-911194-8,W000001166,2020-09-08
BT00001167,225086.99,181-271054-3,W000001167,2020-03-19
BT00001168,449866.97,762-129241-5,W000001168,2021-08-24
BT00001169,505141.68,614-358231-4,W000001169,2022-03-14
BT00001170,572703.13,325-429569-2,W000001170,2020-11-28
BT00001171,112025.41,449-531222-3,W000001171,2020-01-25
BT00001172,932818.11,869-698722-8,W000001172,2020-10-23
BT00001173,956200.77,773-542328-2,W000001173,2020-09-16
BT00001174,337368.09,543-070575-1,W000001174,2022-01-27
BT00001175,794608.73,627-515524-5,W000001175,2021-07-10
BT00001176,499249.66,528-739184-5,W000001176,2021-07-24
BT00001177,797453.96,802-683797-3,W000001177,2019-11-29
BT00001178,973573.77,621-771340-7,W000001178,2021-04-18
BT00001179,904557.77,225-773066-5,W000001179,2021-04-13
BT00001180,163779.27,467-807117-8,W000001180,2019-07-29
BT00001181,918792.96,607-593658-9,W000001181,2021-06-21
BT00001182,119456.8,640-063232-8,W000001182,2021-02-11
BT00001183,580752.34,691-464728-5,W000001183,2019-08-20
BT00001184,292266.03,645-637885-0,W000001184,2019-01-26
BT00001185,675035.95,558-097837-8,W000001185,2022-02-27
BT00001186,176957.02,481-122084-6,W000001186,2020-12-15
BT00001187,456918.96,185-293945-4,W000001187,2021-06-24
BT00001188,910775.5,150-734875-4,W000001188,2019-03-09
BT00001189,544246.52,273-776587-8,W000001189,2019-12-17
BT00001190,713303.01,024-811743-0,W000001190,2021-10-10
BT00001191,610190.22,038-871331-5,W000001191,2020-03-14
BT00001192,359801.84,387-209653-9,W000001192,2019-12-31
BT00001193,190460.34,566-033169-6,W000001193,2019-01-22
BT00001194,787375.88,484-838244-2,W000001194,2022-03-05
BT00001195,514210.75,382-213805-0,W000001195,2020-10-15
BT00001196,664706.85,074-600373-9,W000001196,2021-02-01
BT00001197,781284.6,481-288493-7,W000001197,2021-10-23
BT00001198,557451.69,806-394659-4,W000001198,2020-05-23
BT00001199,144501.05,565-076478-3,W000001199,2019-11-15
BT00001200,496827.46,895-768989-8,W000001200,2020-03-09
BT00001201,305297.53,674-263704-1,W000001201,2021-04-27
BT00001202,8854.76,154-547617-6,W000001202,2020-09-01
BT00001203,214872.88,096-344162-8,W000001203,2020-07-19
BT00001204,57874.85,022-169192-5,W000001204,2019-10-03
BT00001205,975447.58,120-952084-3,W000001205,2020-04-21
BT00001206,762715.22,991-233546-3,W000001206,2022-02-14
BT00001207,226656.31,114-186400-4,W000001207,2020-06-22
BT00001208,496005.39,485-159148-4,W000001208,2020-12-06
BT00001209,642783.38,821-329970-0,W000001209,2019-03-26
BT00001210,442059.46,746-831671-1,W000001210,2021-01-17
BT00001211,785119.04,490-441474-5,W000001211,2019-11-21
BT00001212,559508.45,726-623733-3,W000001212,2021-10-22
BT00001213,741943.75,050-409542-7,W000001213,2020-01-09
BT00001214,875926.78,487-068799-8,W000001214,2019-09-01
BT00001215,331112.9,552-314659-6,W000001215,2021-07-15
BT00001216,550226.87,386-624808-0,W000001216,2021-02-02
BT00001217,464500.39,976-147124-0,W000001217,2019-08-05
BT00001218,691868.16,841-368532-1,W000001218,2021-11-20
BT00001219,886370.94,852-071116-1,W000001219,2020-08-25
BT00001220,146372.4,343-128093-3,W000001220,2021-07-15
BT00001221,335910.2,712-643041-9,W000001221,2019-08-27
BT00001222,826695.93,604-860665-7,W000001222,2019-09-21
BT00001223,68220.83,247-927804-1,W000001223,2020-06-29
BT00001224,316173.38,687-886463-9,W000001224,2020-12-03
BT00001225,521093.41,722-129987-0,W000001225,2020-04-11
BT00001226,903885.67,081-078948-6,W000001226,2021-02-07
BT00001227,533172.15,596-644339-1,W000001227,2021-11-27
BT00001228,534599.87,063-737425-7,W000001228,2020-08-18
BT00001229,629609.08,604-650127-6,W000001229,2020-05-14
BT00001230,418685.76,229-566674-4,W000001230,2019-03-28
BT00001231,451781.61,523-513894-7,W000001231,2020-07-28
BT00001232,543617.44,632-054546-5,W000001232,2021-11-05
BT00001233,379740.09,530-736581-2,W000001233,2022-01-26
BT00001234,230943.42,855-790292-1,W000001234,2021-08-03
BT00001235,263655.19,351-147404-2,W000001235,2019-07-04
BT00001236,54938.6,784-526477-6,W000001236,2020-05-10
BT00001237,439264.92,817-734358-9,W000001237,2019-09-24
BT00001238,271765.38,220-797368-7,W000001238,2020-08-09
BT00001239,218814.29,982-641195-8,W000001239,2020-09-20
BT00001240,663125.29,344-666666-4,W000001240,2020-03-02
BT00001241,806922.1,510-743307-8,W000001241,2021-09-14
BT00001242,750399.39,940-973600-9,W000001242,2021-04-23
BT00001243,604640.49,530-736581-2,W000001243,2021-03-12
BT00001244,722871.53,237-256527-8,W000001244,2021-07-14
BT00001245,325903.33,107-682540-1,W000001245,2019-06-18
BT00001246,319905.18,678-317432-1,W000001246,2020-05-04
BT00001247,570282.03,008-551846-7,W000001247,2020-04-27
BT00001248,683484.79,957-404199-5,W000001248,2020-09-10
BT00001249,950930.78,979-962984-7,W000001249,2021-07-25
BT00001250,486665.89,053-904289-1,W000001250,2021-10-28
BT00001251,884978.14,240-126967-2,W000001251,2019-04-24
BT00001252,127473.29,069-500208-2,W000001252,2021-04-27
BT00001253,569164.4,328-510879-9,W000001253,2019-06-09
BT00001254,546436.82,086-020153-5,W000001254,2021-07-31
BT00001255,879436.53,184-152875-4,W000001255,2020-11-26
BT00001256,463619.62,430-051183-3,W000001256,2020-10-01
BT00001257,858522.85,998-838895-7,W000001257,2020-06-09
BT00001258,327889.63,388-503751-7,W000001258,2021-12-08
BT00001259,379855.49,991-233905-2,W000001259,2019-01-30
BT00001260,298011.14,412-315146-9,W000001260,2020-05-30
BT00001261,257717.61,988-665645-7,W000001261,2020-05-20
BT00001262,805934.86,710-875645-0,W000001262,2021-12-11
BT00001263,887936.24,818-336016-5,W000001263,2019-01-25
BT00001264,588174.47,372-813659-9,W000001264,2020-07-20
BT00001265,318431.82,589-489069-5,W000001265,2020-07-08
BT00001266,888965.46,707-522025-2,W000001266,2020-07-01
BT00001267,224122.57,832-589602-7,W000001267,2019-07-31
BT00001268,700302.71,487-572507-2,W000001268,2020-09-09
BT00001269,463130.9,010-782849-5,W000001269,2019-03-28
BT00001270,832762.3,957-369561-9,W000001270,2019-04-14
BT00001271,77313.11,220-070802-2,W000001271,2019-01-05
BT00001272,891784.31,397-644522-6,W000001272,2021-07-26
BT00001273,881101.49,306-753914-6,W000001273,2020-12-15
BT00001274,502485.23,482-534524-8,W000001274,2020-12-27
BT00001275,454388.14,217-038424-2,W000001275,2021-10-08
BT00001276,891455.85,919-535487-9,W000001276,2019-12-28
BT00001277,668112.34,303-888427-3,W000001277,2022-03-08
BT00001278,43896.38,085-164166-1,W000001278,2021-04-05
BT00001279,304461.12,790-276880-6,W000001279,2021-04-08
BT00001280,239080.47,106-408550-7,W000001280,2020-01-09
BT00001281,744993.03,554-352544-8,W000001281,2021-09-04
BT00001282,864112.99,913-208097-6,W000001282,2020-10-29
BT00001283,675785.63,534-851601-8,W000001283,2021-07-07
BT00001284,140670.29,704-878674-7,W000001284,2022-01-26
BT00001285,973922.89,969-445926-2,W000001285,2022-02-02
BT00001286,113894.98,823-928048-4,W000001286,2020-11-18
BT00001287,58074.57,345-490304-2,W000001287,2020-01-20
BT00001288,964340.09,755-033482-5,W000001288,2021-02-04
BT00001289,976481.12,397-644522-6,W000001289,2022-02-11
BT00001290,974107.98,748-300111-0,W000001290,2021-02-10
BT00001291,240388.99,154-010919-8,W000001291,2021-02-26
BT00001292,977431.28,703-045374-6,W000001292,2021-10-26
BT00001293,252253.75,606-344445-5,W000001293,2019-10-26
BT00001294,200338.33,004-783709-4,W000001294,2019-03-26
BT00001295,371277.95,233-580053-2,W000001295,2020-05-09
BT00001296,146496.84,068-333776-5,W000001296,2021-11-26
BT00001297,285223.59,122-348931-5,W000001297,2021-01-18
BT00001298,22905.15,621-548113-2,W000001298,2021-06-01
BT00001299,980208.59,030-437190-9,W000001299,2021-09-27
BT00001300,386113.83,220-209797-8,W000001300,2019-03-23
BT00001301,385256.42,275-666278-8,W000001301,2020-02-22
BT00001302,17715.69,137-976007-4,W000001302,2021-06-15
BT00001303,923387.66,685-990397-7,W000001303,2021-12-17
BT00001304,787300.36,872-984182-1,W000001304,2019-05-07
BT00001305,574820.68,059-912150-2,W000001305,2019-12-22
BT00001306,241454.39,493-876981-6,W000001306,2021-03-27
BT00001307,493725.26,528-739184-5,W000001307,2020-06-23
BT00001308,598630.84,405-219240-8,W000001308,2019-11-18
BT00001309,870637.12,535-880510-2,W000001309,2019-07-03
BT00001310,558784.92,069-982423-0,W000001310,2020-08-08
BT00001311,559103.03,137-976007-4,W000001311,2022-02-01
BT00001312,564243.58,072-483900-1,W000001312,2020-01-31
BT00001313,540873.65,900-265660-1,W000001313,2020-09-09
BT00001314,832041.08,929-655912-2,W000001314,2021-10-27
BT00001315,212251.41,226-635067-5,W000001315,2020-11-02
BT00001316,29706.54,243-540026-7,W000001316,2019-03-08
BT00001317,936955.37,895-768989-8,W000001317,2021-08-02
BT00001318,900322.87,691-703649-4,W000001318,2021-12-20
BT00001319,596599.88,513-331576-3,W000001319,2021-11-28
BT00001320,795965.23,156-240132-9,W000001320,2021-12-15
BT00001321,837637.06,347-236319-1,W000001321,2020-06-16
BT00001322,351091.75,644-013925-9,W000001322,2019-03-14
BT00001323,362827.03,902-895258-7,W000001323,2021-03-04
BT00001324,291044.33,510-583138-0,W000001324,2021-01-20
BT00001325,846816.65,387-994782-9,W000001325,2019-08-27
BT00001326,112897.48,000-234114-0,W000001326,2020-08-11
BT00001327,26583.59,508-764621-7,W000001327,2020-03-29
BT00001328,703093.37,531-234238-2,W000001328,2020-09-05
BT00001329,655750.05,798-592352-9,W000001329,2021-09-02
BT00001330,398183.85,900-277323-4,W000001330,2020-10-05
BT00001331,743484.3,087-340187-4,W000001331,2019-06-17
BT00001332,412235.41,069-982423-0,W000001332,2021-08-03
BT00001333,143420.26,087-304418-0,W000001333,2019-02-17
BT00001334,82580.52,311-552037-6,W000001334,2019-08-02
BT00001335,821646.9,362-211806-7,W000001335,2019-05-18
BT00001336,942533.75,896-122878-0,W000001336,2020-10-06
BT00001337,881404.96,572-936167-9,W000001337,2020-02-27
BT00001338,864067.75,372-650621-2,W000001338,2022-01-30
BT00001339,315896.73,345-490304-2,W000001339,2020-05-06
BT00001340,432567.22,788-638949-5,W000001340,2020-12-19
BT00001341,389066.74,658-153745-4,W000001341,2019-05-02
BT00001342,894097.65,565-055816-6,W000001342,2019-12-31
BT00001343,132852.65,063-474806-3,W000001343,2020-12-17
BT00001344,175789.19,915-366591-6,W000001344,2021-01-10
BT00001345,893262.33,618-471919-9,W000001345,2020-11-16
BT00001346,689734.6,513-195710-8,W000001346,2020-05-18
BT00001347,58782.53,775-086851-5,W000001347,2021-04-17
BT00001348,550254.99,212-875826-8,W000001348,2022-01-01
BT00001349,887170.12,220-209797-8,W000001349,2021-04-05
BT00001350,259416.38,951-000202-3,W000001350,2019-10-05
BT00001351,608240.15,407-349874-0,W000001351,2019-04-26
BT00001352,226250.63,415-430987-8,W000001352,2022-02-05
BT00001353,24267.87,770-489985-8,W000001353,2021-03-31
BT00001354,89130.96,855-242980-3,W000001354,2021-04-09
BT00001355,331528.53,565-055816-6,W000001355,2020-06-08
BT00001356,542086.53,816-874697-1,W000001356,2020-11-18
BT00001357,179124.38,748-426447-2,W000001357,2019-11-29
BT00001358,671357.9,005-913132-0,W000001358,2021-10-02
BT00001359,760598.86,238-658166-5,W000001359,2021-12-06
BT00001360,758128.95,062-016973-9,W000001360,2021-09-15
BT00001361,128896.29,439-914286-5,W000001361,2019-02-23
BT00001362,499331.07,630-793046-8,W000001362,2020-07-15
BT00001363,600038.22,062-100257-0,W000001363,2021-06-30
BT00001364,424499.69,150-374493-3,W000001364,2019-07-25
BT00001365,373706.75,793-775168-7,W000001365,2022-01-07
BT00001366,57098.05,195-944207-2,W000001366,2021-10-23
BT00001367,492896.98,106-490989-5,W000001367,2021-07-27
BT00001368,52499.44,449-120958-6,W000001368,2019-05-26
BT00001369,737741.82,089-552334-5,W000001369,2019-11-29
BT00001370,418312.33,299-746898-5,W000001370,2019-06-25
BT00001371,864157.87,412-050310-7,W000001371,2019-08-28
BT00001372,771153.43,596-701955-5,W000001372,2019-07-12
BT00001373,60387.8,254-016403-3,W000001373,2019-03-03
BT00001374,133533.12,569-840182-8,W000001374,2020-04-23
BT00001375,616672.97,033-494576-1,W000001375,2021-09-11
BT00001376,960681.48,808-738625-7,W000001376,2019-11-19
BT00001377,682869.53,063-737425-7,W000001377,2019-07-11
BT00001378,92602.35,768-138772-2,W000001378,2020-03-30
BT00001379,653344.23,956-548542-8,W000001379,2020-06-02
BT00001380,860245.77,411-749251-2,W000001380,2021-06-10
BT00001381,487574.25,669-945276-9,W000001381,2019-03-11
BT00001382,211948.07,271-057429-6,W000001382,2021-12-14
BT00001383,941289.24,921-647122-2,W000001383,2020-12-09
BT00001384,322076.67,068-356028-3,W000001384,2021-12-09
BT00001385,463612.19,625-536983-9,W000001385,2020-05-21
BT00001386,13835.22,411-171273-8,W000001386,2019-03-22
BT00001387,828511.89,281-790332-2,W000001387,2019-10-27
BT00001388,411541.78,405-766397-6,W000001388,2019-10-10
BT00001389,291935.55,679-135589-3,W000001389,2019-03-06
BT00001390,76330.93,532-896897-6,W000001390,2020-03-23
BT00001391,600264.25,955-331843-3,W000001391,2021-07-12
BT00001392,121905.71,518-615083-1,W000001392,2022-01-20
BT00001393,688848.64,750-603871-1,W000001393,2019-01-02
